drugname1	drugname2	cell_line	synergy	fold
DEXMEDETOMIDINE	EPTIFIBATIDE	KBM-7	4.2	7
NATEGLINIDE	ILOPROST	KBM-7	3.95	0
RUFINAMIDE	GALANTAMINE	KBM-7	5.2	3
ASENAPINE	OLMESARTAN	KBM-7	4.9	7
EZETIMIBE	ARMODAFINIL	KBM-7	4.86	0
DESOXYCORTICOSTERONE PIVALATE	DEXMEDETOMIDINE	KBM-7	3.93	4
LEVETIRACETAM	SUMATRIPTAN	KBM-7	4.43	5
MESALAZINE	ALTRETAMINE	KBM-7	5.02	5
LUMEFANTRINE	ACETOHEXAMIDE	KBM-7	4.43	2
RUFINAMIDE	VARENICLINE	KBM-7	5.32	7
METFORMIN	BACLOFEN	KBM-7	5.22	0
NATEGLINIDE	CEFMENOXIME	KBM-7	4.13	3
OXYPHENONIUM BROMIDE	ZALEPLON	KBM-7	4.03	0
ACETOHEXAMIDE	CITALOPRAM	KBM-7	4.33	9
TRANYLCYPROMINE	SUMATRIPTAN	KBM-7	4.48	4
CLOPIDOGREL	LUBIPROSTONE	KBM-7	3.9	9
LUMEFANTRINE	BACLOFEN	KBM-7	4.46	0
DIPHENIDOL	TERAZOSIN	KBM-7	4.69	6
ACETOHEXAMIDE	ALTRETAMINE	KBM-7	4.35	7
METYROSINE	ACETOHEXAMIDE	KBM-7	5.38	6
DESOXYCORTICOSTERONE PIVALATE	LITHIUM CITRATE	KBM-7	4.04	2
ARMODAFINIL	OSELTAMIVIR	KBM-7	3.97	7
METRONIDAZOLE	SILDENAFIL	KBM-7	5.15	1
LUMEFANTRINE	METAXALONE	KBM-7	4.53	3
MARAVIROC	CANRENONE	KBM-7	4.08	2
PARGYLINE	NIZATIDINE	KBM-7	3.93	6
MEBENDAZOLE	SILDENAFIL	KBM-7	4.43	1
MIGLITOL	3-AMINO-2-OXAZOLIDINONE	KBM-7	4.01	8
AZITHROMYCIN	DIHYDROERGOTAMINE	KBM-7	5.35	2
METHYCLOTHIAZIDE	CILASTATIN	KBM-7	4.63	5
DEXTROMETHORPHAN	ISOSORBIDE DINITRATE	KBM-7	4.07	2
ACARBOSE	PROPYLTHIOURACIL	KBM-7	4.07	7
OXYPHENONIUM BROMIDE	PINACIDIL	KBM-7	4.22	7
FLUMAZENIL	CILASTATIN	KBM-7	4.29	4
3-AMINO-2-OXAZOLIDINONE	SUMATRIPTAN	KBM-7	4.69	0
CHLOROQUINE	ATENOLOL	KBM-7	5.18	1
CHLOROQUINE	BUSULFAN	KBM-7	4.59	2
PYRAZINAMIDE	PROBUCOL	KBM-7	5.89	4
LEVETIRACETAM	NITROSOGLUTATHIONE	KBM-7	4.83	8
OXYPHENONIUM BROMIDE	SORAFENIB	KBM-7	4.31	4
PARGYLINE	SN-38	KBM-7	4.11	4
SN-38	VARENICLINE	KBM-7	3.96	7
METRONIDAZOLE	EPTIFIBATIDE	KBM-7	4.73	3
ENTACAPONE	ETHINYL ESTRADIOL	KBM-7	4.16	5
TRIOXSALEN	GABAPENTIN	KBM-7	5.37	0
MECAMYLAMINE	MINOXIDIL	KBM-7	4.39	7
ATOVAQUONE	TRANEXAMIC ACID	KBM-7	6.16	7
TESTOLACTONE	BUSPIRONE	KBM-7	5.66	5
IMIPRAMINE	CLOFIBRATE	KBM-7	4.73	5
METFORMIN	ACETOHEXAMIDE	KBM-7	5.72	0
FOMEPIZOLE	BUSPIRONE	KBM-7	4.48	2
RUFINAMIDE	BUSULFAN	KBM-7	4.76	8
PALONOSETRON	ENOXACIN	KBM-7	4.82	4
CLOFIBRATE	METFORMIN	KBM-7	4.45	9
METHYLERGONOVINE	MINOXIDIL	KBM-7	4.22	4
3-AMINO-2-OXAZOLIDINONE	THEOPHYLLINE	KBM-7	4.21	2
3-AMINO-2-OXAZOLIDINONE	FOMEPIZOLE	KBM-7	5.0	2
CEFMENOXIME	MECAMYLAMINE	KBM-7	5.56	8
CITALOPRAM	LEVETIRACETAM	KBM-7	5.19	2
BUSPIRONE	METHYLERGONOVINE	KBM-7	4.81	3
SUMATRIPTAN	MEBENDAZOLE	KBM-7	3.98	3
CLOPIDOGREL	ANASTROZOLE	KBM-7	4.87	3
ANASTROZOLE	SULFAMETER	KBM-7	3.88	2
FENOPROFEN	ENOXACIN	KBM-7	4.98	5
METRONIDAZOLE	CARISOPRODOL	KBM-7	4.0	6
TINIDAZOLE	CARISOPRODOL	KBM-7	4.01	2
MECAMYLAMINE	TRANYLCYPROMINE	KBM-7	4.64	9
OXYPHENONIUM BROMIDE	TINIDAZOLE	KBM-7	4.63	0
ARGATROBAN	ACETOHEXAMIDE	KBM-7	4.08	8
TACROLIMUS	PROPYLTHIOURACIL	KBM-7	4.52	9
ARMODAFINIL	PYRAZINOIC ACID	KBM-7	5.48	8
TRIAMTERENE	6-HYDROXYBUSPIRONE	KBM-7	3.88	6
CANRENONE	BUSULFAN	KBM-7	3.97	3
TACRINE	TRANEXAMIC ACID	KBM-7	4.99	6
CITALOPRAM	BUMETANIDE	KBM-7	4.72	7
PROCARBAZINE	ARGATROBAN	KBM-7	3.97	1
SN-38	OXYPHENONIUM BROMIDE	KBM-7	4.33	8
LITHIUM CITRATE	ENOXACIN	KBM-7	5.06	4
DIPHENIDOL	METFORMIN	KBM-7	5.33	0
TRIOXSALEN	METYROSINE	KBM-7	5.71	7
MECAMYLAMINE	TRIFLUOPERAZINE	KBM-7	3.9	0
TACRINE	HYDROXYCHLOROQUINE	KBM-7	5.03	6
ETOMIDATE	TACRINE	KBM-7	6.05	6
DIHYDROERGOTAMINE	MEMANTINE	KBM-7	4.81	1
ACETOHEXAMIDE	ZONISAMIDE	KBM-7	5.04	4
PARGYLINE	DUTASTERIDE	KBM-7	4.55	9
TRANYLCYPROMINE	RAMELTEON	KBM-7	5.83	5
VARENICLINE	THALIDOMIDE	KBM-7	4.84	1
LEVETIRACETAM	THEOPHYLLINE	KBM-7	4.45	9
SN-38	CARMUSTINE	KBM-7	4.23	4
NALTREXONE	PRIMIDONE	KBM-7	5.44	8
NALTREXONE	CLOPIDOGREL	KBM-7	5.45	3
DUTASTERIDE	NATEGLINIDE	KBM-7	5.23	7
ILOPROST	ASENAPINE	KBM-7	4.25	2
SAXAGLIPTIN	ETHINYL ESTRADIOL	KBM-7	4.34	3
AZITHROMYCIN	NATEGLINIDE	KBM-7	5.93	7
ILOPROST	BACLOFEN	KBM-7	4.26	4
OLMESARTAN	PYRAZINOIC ACID	KBM-7	5.16	0
FOMEPIZOLE	ACARBOSE	KBM-7	4.88	5
MECAMYLAMINE	DESOXYCORTICOSTERONE PIVALATE	KBM-7	4.85	7
OLMESARTAN	SAXAGLIPTIN	KBM-7	5.17	5
MECAMYLAMINE	SORAFENIB	KBM-7	4.86	0
EZETIMIBE	SILDENAFIL	KBM-7	5.75	5
CARGLUMIC ACID	NALTREXONE	KBM-7	4.53	2
SAXAGLIPTIN	DEXMEDETOMIDINE	KBM-7	4.44	8
AZATADINE	SULBACTAM	KBM-7	4.84	5
METHYCLOTHIAZIDE	ZONISAMIDE	KBM-7	5.37	6
ATOVAQUONE	METAXALONE	KBM-7	5.55	5
NITROSOGLUTATHIONE	TRANEXAMIC ACID	KBM-7	5.07	8
TACROLIMUS	LEVAMISOLE	KBM-7	6.27	5
TESTOLACTONE	TERAZOSIN	KBM-7	6.38	1
ACETOHEXAMIDE	CLOFIBRATE	KBM-7	5.26	6
NISOLDIPINE	ANASTROZOLE	KBM-7	4.8	4
CANRENONE	TOLAZOLINE	KBM-7	4.27	4
3-AMINO-2-OXAZOLIDINONE	ZALCITABINE	KBM-7	5.46	7
TRIAMTERENE	ZALCITABINE	KBM-7	4.19	3
DIHYDROERGOTAMINE	3-AMINO-2-OXAZOLIDINONE	KBM-7	5.16	9
ETHINYL ESTRADIOL	VALPROIC ACID	KBM-7	3.92	8
DESOXYCORTICOSTERONE PIVALATE	CEFMENOXIME	KBM-7	4.95	7
TESTOLACTONE	SITAGLIPTIN	KBM-7	4.76	8
ZONISAMIDE	PYRAZINAMIDE	KBM-7	5.11	9
NABILONE	TRIFLUOPERAZINE	KBM-7	4.22	7
PENTOSTATIN	CILASTATIN	KBM-7	4.11	2
CLOPIDOGREL	NIZATIDINE	KBM-7	6.35	7
SULBACTAM	MINOXIDIL	KBM-7	3.97	9
PHENSUXIMIDE	PYRAZINOIC ACID	KBM-7	3.92	9
CEFMENOXIME	THEOPHYLLINE	KBM-7	4.8	4
TESTOLACTONE	NALTREXONE	KBM-7	6.81	9
OXYPHENONIUM BROMIDE	3-AMINO-2-OXAZOLIDINONE	KBM-7	5.12	9
ETOMIDATE	TRANEXAMIC ACID	KBM-7	7.04	7
3-AMINO-2-OXAZOLIDINONE	ATENOLOL	KBM-7	5.62	5
CITALOPRAM	SULFAMETER	KBM-7	4.93	1
NALTREXONE	TETRABENAZINE	KBM-7	5.56	8
LITHIUM CITRATE	TINIDAZOLE	KBM-7	5.81	9
SN-38	VALPROIC ACID	KBM-7	4.81	0
ATOVAQUONE	FOMEPIZOLE	KBM-7	6.25	6
LEVAMISOLE	OLMESARTAN MEDOXOMIL	KBM-7	5.42	2
RUFINAMIDE	TRIAMTERENE	KBM-7	5.41	0
SITAGLIPTIN	EPTIFIBATIDE	KBM-7	3.92	8
PRIMIDONE	PYRAZINAMIDE	KBM-7	5.04	6
ETHINYL ESTRADIOL	OSELTAMIVIR ACID	KBM-7	3.88	8
ENTACAPONE	RAMELTEON	KBM-7	5.02	1
DUTASTERIDE	ZONISAMIDE	KBM-7	5.66	2
NIZATIDINE	OSELTAMIVIR	KBM-7	5.1	1
ENTACAPONE	6-HYDROXYBUSPIRONE	KBM-7	5.04	9
ACETOHEXAMIDE	SUMATRIPTAN	KBM-7	5.53	3
ZONISAMIDE	MECAMYLAMINE	KBM-7	5.34	3
MECAMYLAMINE	METYROSINE	KBM-7	5.27	6
LUMEFANTRINE	LUBIPROSTONE	KBM-7	5.11	8
THALIDOMIDE	NORCISAPRIDE	KBM-7	4.34	7
CLOFIBRATE	PROPYLTHIOURACIL	KBM-7	5.14	3
LEVETIRACETAM	ATENOLOL	KBM-7	5.81	4
OLMESARTAN	EZETIMIBE	KBM-7	5.64	3
METFORMIN	TACRINE	KBM-7	6.64	3
IMIPRAMINE	MILRINONE	KBM-7	5.28	4
METAXALONE	ZONISAMIDE	KBM-7	4.94	3
TACRINE	NISOLDIPINE	KBM-7	5.65	4
AMODIAQUINE	ETOMIDATE	KBM-7	4.85	1
EZETIMIBE	RISPERIDONE	KBM-7	5.02	3
SAXAGLIPTIN	VALPROIC ACID	KBM-7	4.9	8
IMIPRAMINE	THEOPHYLLINE	KBM-7	5.07	1
OSELTAMIVIR	METHYCLOTHIAZIDE	KBM-7	4.23	3
CLOPIDOGREL	ASENAPINE	KBM-7	6.69	5
MINOXIDIL	PRAZIQUANTEL	KBM-7	5.61	1
RUFINAMIDE	METAXALONE	KBM-7	6.02	6
VALPROIC ACID	LEVONORGESTREL	KBM-7	3.9	5
ETHINYL ESTRADIOL	CARGLUMIC ACID	KBM-7	4.32	0
NISOLDIPINE	DIETHYLCARBAMAZINE	KBM-7	4.63	9
TETRABENAZINE	NATEGLINIDE	KBM-7	4.83	7
OLMESARTAN MEDOXOMIL	ALTRETAMINE	KBM-7	4.65	3
CILASTATIN	CISAPRIDE	KBM-7	6.05	7
ZALEPLON	OSELTAMIVIR	KBM-7	5.13	6
OLMESARTAN	TRANEXAMIC ACID	KBM-7	5.77	8
MEMANTINE	GABAPENTIN	KBM-7	4.49	4
FENOPROFEN	SORAFENIB	KBM-7	7.99	2
PRIMIDONE	FLUMAZENIL	KBM-7	5.26	3
ANASTROZOLE	PINACIDIL	KBM-7	4.73	0
NITROSOGLUTATHIONE	THIOTEPA	KBM-7	5.61	9
PROPYLTHIOURACIL	OXYPHENONIUM BROMIDE	KBM-7	4.3	1
ENOXACIN	PENTOLINIUM TARTRATE	KBM-7	4.82	8
GABAPENTIN	GALANTAMINE	KBM-7	7.23	6
SITAGLIPTIN	MIGLUSTAT	KBM-7	4.21	9
ENTACAPONE	ARGATROBAN	KBM-7	5.3	6
IMIPRAMINE	ZALCITABINE	KBM-7	5.84	1
TOPIRAMATE	MIGLUSTAT	KBM-7	3.89	6
TESTOLACTONE	CANRENONE	KBM-7	5.84	8
EZETIMIBE	MEMANTINE	KBM-7	5.61	7
CISAPRIDE	ZALEPLON	KBM-7	5.15	1
SITAGLIPTIN	ALISKIREN	KBM-7	4.28	6
ZALEPLON	ENALAPRILAT	KBM-7	5.26	4
MINOXIDIL	ZAFIRLUKAST	KBM-7	4.06	8
DEXMEDETOMIDINE	ENTACAPONE	KBM-7	6.23	8
CHLOROQUINE	HYDROXYMETRONIDAZOLE	KBM-7	5.3	4
ZALEPLON	CLOFIBRATE	KBM-7	5.29	4
HYDROXYCHLOROQUINE	RUFINAMIDE	KBM-7	7.46	9
ARMODAFINIL	PENTOSTATIN	KBM-7	5.68	2
ALTRETAMINE	RAMELTEON	KBM-7	7.09	2
EZETIMIBE	MIGLUSTAT	KBM-7	4.47	2
METHYCLOTHIAZIDE	BACLOFEN	KBM-7	6.06	0
LIOTHYRONINE	THEOPHYLLINE	KBM-7	4.97	7
AMODIAQUINE	LUBIPROSTONE	KBM-7	5.1	4
LUMEFANTRINE	RISPERIDONE	KBM-7	5.28	8
METFORMIN	MIGLUSTAT	KBM-7	4.5	5
METRONIDAZOLE	RISPERIDONE	KBM-7	5.29	7
THEOPHYLLINE	AMANTADINE	KBM-7	3.95	3
ANASTROZOLE	LUBIPROSTONE	KBM-7	4.92	4
METFORMIN	PHENSUXIMIDE	KBM-7	5.5	0
CLOPIDOGREL	ZAFIRLUKAST	KBM-7	4.14	3
PROGUANIL	BUMETANIDE	KBM-7	5.68	8
TOLAZOLINE	TRIFLUOPERAZINE	KBM-7	4.84	0
TACRINE	OXYPHENONIUM BROMIDE	KBM-7	5.98	6
SULFAMETER	HYDROXYMETRONIDAZOLE	KBM-7	4.45	4
EZETIMIBE	ARGATROBAN	KBM-7	6.14	6
NALTREXONE	IMIPRAMINE	KBM-7	6.37	2
MARAVIROC	METAXALONE	KBM-7	5.67	4
MILRINONE	PROPYLTHIOURACIL	KBM-7	4.66	8
THALIDOMIDE	ISONIAZID	KBM-7	4.12	8
AZATADINE	SULFAMETER	KBM-7	5.51	5
BOSENTAN	EPTIFIBATIDE	KBM-7	4.48	6
ARGATROBAN	ENOXACIN	KBM-7	5.17	1
CHLOROQUINE	ISOSORBIDE DINITRATE	KBM-7	5.62	0
AMODIAQUINE	AMANTADINE	KBM-7	4.07	7
CANRENONE	SILDENAFIL	KBM-7	5.04	3
ILOPROST	PINACIDIL	KBM-7	5.19	0
THALIDOMIDE	ACETOHEXAMIDE	KBM-7	4.82	9
3-AMINO-2-OXAZOLIDINONE	ZAFIRLUKAST	KBM-7	4.25	5
PRAZIQUANTEL	GABAPENTIN	KBM-7	5.22	3
TESTOLACTONE	CARMUSTINE	KBM-7	5.23	5
OLMESARTAN MEDOXOMIL	DESOXYCORTICOSTERONE PIVALATE	KBM-7	4.99	7
IMIPRAMINE	BOSENTAN	KBM-7	5.54	8
CEVIMELINE	METHYLERGONOVINE	KBM-7	5.72	2
BUMETANIDE	ACETOHEXAMIDE	KBM-7	4.81	0
NORCISAPRIDE	METHYLERGONOVINE	KBM-7	4.37	2
TRANYLCYPROMINE	FENOPROFEN	KBM-7	6.88	1
METHYCLOTHIAZIDE	MEBENDAZOLE	KBM-7	6.26	5
SN-38	TETRABENAZINE	KBM-7	5.46	5
TOPIRAMATE	FENOPROFEN	KBM-7	4.19	6
PHENSUXIMIDE	PRAZIQUANTEL	KBM-7	4.67	1
BUSPIRONE	RUFINAMIDE	KBM-7	6.09	1
ZALEPLON	METHYLERGONOVINE	KBM-7	5.55	4
DIETHYLCARBAMAZINE	THEOPHYLLINE	KBM-7	4.06	2
CARMUSTINE	FENOPROFEN	KBM-7	4.32	3
ENALAPRILAT	PYRAZINOIC ACID	KBM-7	5.11	9
MECAMYLAMINE	HYDROXYCHLOROQUINE	KBM-7	5.89	0
DESOXYCORTICOSTERONE PIVALATE	LEVAMISOLE	KBM-7	5.83	6
PINACIDIL	DEXCHLORPHENIRAMINE	KBM-7	4.85	3
CLOPIDOGREL	PENTOSTATIN	KBM-7	5.99	2
MIGLITOL	PINACIDIL	KBM-7	5.77	6
TRILOSTANE	THEOPHYLLINE	KBM-7	4.17	8
MARAVIROC	AMANTADINE	KBM-7	4.25	9
DUTASTERIDE	CLOFIBRATE	KBM-7	6.36	5
AZITHROMYCIN	LACOSAMIDE	KBM-7	4.9	2
BUSULFAN	METFORMIN	KBM-7	5.24	6
ILOPROST	ZONISAMIDE	KBM-7	5.39	1
SAXAGLIPTIN	BUMETANIDE	KBM-7	5.48	2
BUSPIRONE	PRIMIDONE	KBM-7	6.21	3
DEXCHLORPHENIRAMINE	NISOLDIPINE	KBM-7	5.52	8
PARGYLINE	PROGUANIL	KBM-7	5.76	6
MINOXIDIL	ACARBOSE	KBM-7	6.22	0
SAXAGLIPTIN	METHYLERGONOVINE	KBM-7	5.52	8
DIHYDROERGOTAMINE	RUFINAMIDE	KBM-7	6.18	2
MIGLUSTAT	PROBUCOL	KBM-7	3.87	6
DEXMEDETOMIDINE	NALTREXONE	KBM-7	6.67	2
SUMATRIPTAN	ZALCITABINE	KBM-7	5.46	9
LACOSAMIDE	ACETOHEXAMIDE	KBM-7	3.99	1
SAXAGLIPTIN	STANOZOLOL	KBM-7	5.57	4
EZETIMIBE	METAXALONE	KBM-7	6.68	3
ACETAZOLAMIDE	METYROSINE	KBM-7	5.98	2
MINOXIDIL	TERAZOSIN	KBM-7	6.29	4
RUFINAMIDE	NISOLDIPINE	KBM-7	6.91	3
MESALAZINE	CILASTATIN	KBM-7	7.09	2
ACETOHEXAMIDE	MIGLUSTAT	KBM-7	4.96	0
DUTASTERIDE	TRANEXAMIC ACID	KBM-7	6.52	2
BUMETANIDE	HYDROXYMETRONIDAZOLE	KBM-7	5.11	7
PARGYLINE	BUSPIRONE	KBM-7	5.89	0
VALPROIC ACID	ACETAZOLAMIDE	KBM-7	7.06	7
VALPROIC ACID	HYDROXYMETRONIDAZOLE	KBM-7	5.84	5
ISOSORBIDE DINITRATE	CLOFIBRATE	KBM-7	5.01	2
FLUMAZENIL	SAXAGLIPTIN	KBM-7	6.18	7
TACRINE	TINIDAZOLE	KBM-7	6.45	8
PENTOSTATIN	TINIDAZOLE	KBM-7	5.22	3
RAMELTEON	FOMEPIZOLE	KBM-7	6.63	4
METFORMIN	GABAPENTIN	KBM-7	7.51	1
TESTOLACTONE	LUBIPROSTONE	KBM-7	6.02	5
MECAMYLAMINE	ATOVAQUONE	KBM-7	6.18	9
ALISKIREN	METRONIDAZOLE	KBM-7	5.04	0
CARISOPRODOL	NIZATIDINE	KBM-7	4.59	3
DESOXYCORTICOSTERONE PIVALATE	AMOXAPINE	KBM-7	3.99	1
VECURONIUM BROMIDE	ISONIAZID	KBM-7	4.01	7
LACOSAMIDE	SULBACTAM	KBM-7	4.2	7
LUBIPROSTONE	ARMODAFINIL	KBM-7	5.08	6
NIZATIDINE	AZITHROMYCIN	KBM-7	8.07	2
ACETOHEXAMIDE	NALTREXONE	KBM-7	6.55	5
PENTOSTATIN	ACETAZOLAMIDE	KBM-7	5.34	5
TRIFLUOPERAZINE	ACARBOSE	KBM-7	4.44	3
ORLISTAT	LEVETIRACETAM	KBM-7	5.81	7
ZALCITABINE	DUTASTERIDE	KBM-7	7.74	9
TACROLIMUS	3-AMINO-2-OXAZOLIDINONE	KBM-7	7.8	1
CILASTATIN	BUMETANIDE	KBM-7	6.33	4
GUANFACINE	IVERMECTIN	KBM-7	6.16	5
MINOXIDIL	CISAPRIDE	KBM-7	6.55	0
CANRENONE	SULFAMETER	KBM-7	5.61	9
PRIMIDONE	DIHYDROERGOTAMINE	KBM-7	6.14	7
TOPIRAMATE	HYDROXYCHLOROQUINE	KBM-7	4.71	6
METAXALONE	CEFMENOXIME	KBM-7	5.96	0
CEVIMELINE	MEMANTINE	KBM-7	6.3	8
SAXAGLIPTIN	OLMESARTAN MEDOXOMIL	KBM-7	5.89	7
METRONIDAZOLE	ARMODAFINIL	KBM-7	8.0	5
ILOPROST	ENOXACIN	KBM-7	5.8	2
DIHYDROERGOTAMINE	BOSENTAN	KBM-7	6.14	1
3-AMINO-2-OXAZOLIDINONE	BOSENTAN	KBM-7	6.14	1
SUMATRIPTAN	TRILOSTANE	KBM-7	5.64	1
HYDROXYCHLOROQUINE	CEFMENOXIME	KBM-7	8.24	5
PRIMIDONE	LUBIPROSTONE	KBM-7	6.2	7
PHENSUXIMIDE	VECURONIUM BROMIDE	KBM-7	5.18	7
ALISKIREN	MESALAZINE	KBM-7	5.22	2
VALPROIC ACID	STANOZOLOL	KBM-7	9.45	9
SILDENAFIL	CEFMENOXIME	KBM-7	6.43	1
NALTREXONE	LAMOTRIGINE	KBM-7	4.18	5
PROGUANIL	ISONIAZID	KBM-7	4.81	6
PENTOSTATIN	RUFINAMIDE	KBM-7	5.49	1
CHLOROQUINE	CARMUSTINE	KBM-7	5.91	8
ALISKIREN	AZATADINE	KBM-7	5.27	3
HYDROXYCHLOROQUINE	LUBIPROSTONE	KBM-7	6.29	9
METYROSINE	CANRENONE	KBM-7	6.75	8
NISOLDIPINE	TRIHEXYPHENIDYL	KBM-7	4.71	8
DIHYDROERGOTAMINE	ARMODAFINIL	KBM-7	6.62	0
CLOFIBRATE	RILUZOLE	KBM-7	4.0	0
AZITHROMYCIN	DEXMEDETOMIDINE	KBM-7	7.64	7
TRILOSTANE	ATOVAQUONE	KBM-7	4.72	4
CEFMENOXIME	AMANTADINE	KBM-7	4.8	9
HYDROXYCHLOROQUINE	NORCISAPRIDE	KBM-7	6.08	1
MIGLUSTAT	DIHYDROERGOTAMINE	KBM-7	4.37	7
CLOFIBRATE	STANOZOLOL	KBM-7	6.48	6
ZALEPLON	BACLOFEN	KBM-7	6.22	5
CARISOPRODOL	CHLOROQUINE	KBM-7	4.89	2
ZALCITABINE	TOLAZOLINE	KBM-7	10.11	9
BUSULFAN	MEPHENYTOIN	KBM-7	4.39	6
6-HYDROXYBUSPIRONE	MIGLITOL	KBM-7	5.47	5
CEVIMELINE	MIGLUSTAT	KBM-7	5.45	8
LACOSAMIDE	PROPYLTHIOURACIL	KBM-7	4.53	5
PARGYLINE	DESOXYCORTICOSTERONE PIVALATE	KBM-7	6.38	5
BACLOFEN	SILDENAFIL	KBM-7	6.77	5
BUMETANIDE	DOPAMINE	KBM-7	5.41	2
MILRINONE	CITALOPRAM	KBM-7	5.54	8
ETHINYL ESTRADIOL	NIZATIDINE	KBM-7	5.52	1
ENOXACIN	PRAZIQUANTEL	KBM-7	5.96	8
NALTREXONE	VARENICLINE	KBM-7	7.29	8
SAXAGLIPTIN	OSELTAMIVIR	KBM-7	6.15	9
MINOXIDIL SULFATE	FENOPROFEN	KBM-7	4.3	4
FLUMAZENIL	ALTRETAMINE	KBM-7	6.67	1
PHENSUXIMIDE	NORCISAPRIDE	KBM-7	5.48	5
TRIOXSALEN	VALPROIC ACID	KBM-7	7.66	1
METHYCLOTHIAZIDE	VECURONIUM BROMIDE	KBM-7	5.46	2
PENTOLINIUM TARTRATE	GUANFACINE	KBM-7	7.54	1
AMODIAQUINE	BOSENTAN	KBM-7	6.17	4
MILRINONE	NALTREXONE	KBM-7	5.63	3
SILDENAFIL	TACRINE	KBM-7	6.72	1
3-AMINO-2-OXAZOLIDINONE	PRIMIDONE	KBM-7	7.17	5
DEXCHLORPHENIRAMINE	ATENOLOL	KBM-7	6.24	4
DESOXYCORTICOSTERONE PIVALATE	LEVETIRACETAM	KBM-7	6.65	4
AZITHROMYCIN	BUSPIRONE	KBM-7	7.89	1
METAXALONE	BUSULFAN	KBM-7	6.34	9
MIGLITOL	SULBACTAM	KBM-7	6.58	7
BUMETANIDE	SULBACTAM	KBM-7	5.74	1
SORAFENIB	CLOFIBRATE	KBM-7	7.74	1
MEBENDAZOLE	OSELTAMIVIR ACID	KBM-7	5.41	1
TERAZOSIN	CILASTATIN	KBM-7	7.17	3
CITALOPRAM	ACARBOSE	KBM-7	7.39	2
RISPERIDONE	OSELTAMIVIR	KBM-7	5.41	3
