drugname1	drugname2	cell_line	synergy	fold
LIOTHYRONINE	NABILONE	KBM-7	31.31	3
BUSULFAN	MECAMYLAMINE	KBM-7	31.29	7
SILDENAFIL	TRANEXAMIC ACID	KBM-7	32.06	0
MIGLITOL	TOPIRAMATE	KBM-7	31.51	0
IVERMECTIN	TESTOLACTONE	KBM-7	35.04	4
PARGYLINE	THEOPHYLLINE	KBM-7	31.97	3
3-AMINO-2-OXAZOLIDINONE	NIZATIDINE	KBM-7	32.81	6
HYDROXYCHLOROQUINE	ENOXACIN	KBM-7	32.71	5
MILRINONE	SULFAMETER	KBM-7	31.34	9
TACROLIMUS	TETRABENAZINE	KBM-7	32.87	8
ETHINYL ESTRADIOL	TRANEXAMIC ACID	KBM-7	31.36	2
AMODIAQUINE	6-HYDROXYBUSPIRONE	KBM-7	32.05	3
RISPERIDONE	ETHINYL ESTRADIOL	KBM-7	31.22	7
EPTIFIBATIDE	BUMETANIDE	KBM-7	31.96	4
VECURONIUM BROMIDE	PROCARBAZINE	KBM-7	30.38	7
NITROSOGLUTATHIONE	NABILONE	KBM-7	32.82	8
MINOXIDIL SULFATE	DEXCHLORPHENIRAMINE	KBM-7	30.37	0
3-AMINO-2-OXAZOLIDINONE	MINOXIDIL SULFATE	KBM-7	31.39	9
TRANEXAMIC ACID	ENOXACIN	KBM-7	33.11	7
MIGLUSTAT	PRIMIDONE	KBM-7	30.65	0
DEXMEDETOMIDINE	OLMESARTAN MEDOXOMIL	KBM-7	33.04	6
DIPHENIDOL	LEVETIRACETAM	KBM-7	33.49	4
ISOSORBIDE DINITRATE	TRIHEXYPHENIDYL	KBM-7	31.14	9
ENALAPRILAT	SULBACTAM	KBM-7	32.14	1
PROPYLTHIOURACIL	ZAFIRLUKAST	KBM-7	31.39	0
ORLISTAT	METRONIDAZOLE	KBM-7	32.53	4
SULBACTAM	METRONIDAZOLE	KBM-7	31.96	6
HYDROXYCHLOROQUINE	AMANTADINE	KBM-7	31.38	9
FLUMAZENIL	CEVIMELINE	KBM-7	33.17	0
MINOXIDIL SULFATE	MEBENDAZOLE	KBM-7	30.81	7
MINOXIDIL SULFATE	PHENSUXIMIDE	KBM-7	30.81	4
ETOMIDATE	CLOPIDOGREL	KBM-7	35.09	1
CLOFIBRATE	ATOVAQUONE	KBM-7	33.18	6
MINOXIDIL SULFATE	VALPROIC ACID	KBM-7	30.87	7
LEVETIRACETAM	ACETOHEXAMIDE	KBM-7	33.74	6
RUFINAMIDE	PYRAZINOIC ACID	KBM-7	34.57	1
ORLISTAT	CEFMENOXIME	KBM-7	32.82	3
TOPIRAMATE	DESOXYCORTICOSTERONE PIVALATE	KBM-7	31.68	1
PRIMIDONE	ZONISAMIDE	KBM-7	33.13	5
TESTOLACTONE	CEVIMELINE	KBM-7	34.3	6
NITROSOGLUTATHIONE	ENOXACIN	KBM-7	33.49	7
ASENAPINE	ENOXACIN	KBM-7	33.75	1
ALISKIREN	ZALEPLON	KBM-7	32.26	9
EPTIFIBATIDE	NATEGLINIDE	KBM-7	32.86	0
MIGLUSTAT	MEBUTAMATE	KBM-7	30.71	7
AZITHROMYCIN	PIPERAZINE HEXAHYDRATE	KBM-7	32.64	8
EFLORNITHINE	METYROSINE	KBM-7	30.35	4
MEPHENYTOIN	LEVAMISOLE	KBM-7	30.48	9
BUSULFAN	CISAPRIDE	KBM-7	32.97	0
MIGLITOL	METAXALONE	KBM-7	33.53	9
SULBACTAM	SUMATRIPTAN	KBM-7	32.61	7
ORLISTAT	PROBENECID	KBM-7	31.22	2
OLMESARTAN MEDOXOMIL	PROCARBAZINE	KBM-7	32.94	5
GUANFACINE	EFLORNITHINE	KBM-7	31.49	1
AMOXAPINE	LUBIPROSTONE	KBM-7	30.54	3
CEVIMELINE	CLOFIBRATE	KBM-7	33.77	1
HYDROXYCHLOROQUINE	DESOXYCORTICOSTERONE PIVALATE	KBM-7	34.81	2
EPTIFIBATIDE	EFLORNITHINE	KBM-7	31.61	4
CARISOPRODOL	BUSPIRONE	KBM-7	32.26	5
GALANTAMINE	PROPYLTHIOURACIL	KBM-7	33.79	4
GUANFACINE	PYRAZINOIC ACID	KBM-7	33.79	4
TRIMETHOPRIM	SUMATRIPTAN	KBM-7	30.35	7
NISOLDIPINE	SUMATRIPTAN	KBM-7	33.96	3
METAXALONE	ANASTROZOLE	KBM-7	33.78	7
ILOPROST	ACARBOSE	KBM-7	33.65	6
GABAPENTIN	THEOPHYLLINE	KBM-7	33.94	7
TRILOSTANE	BUSULFAN	KBM-7	32.56	4
LAMOTRIGINE	ENALAPRILAT	KBM-7	31.08	2
CITALOPRAM	EFLORNITHINE	KBM-7	32.05	2
D-CYCLOSERINE	TRIHEXYPHENIDYL	KBM-7	30.15	5
CLOPIDOGREL	MEBUTAMATE	KBM-7	31.6	3
ORLISTAT	SULFAMETER	KBM-7	33.99	6
DIHYDROERGOTAMINE	TRIHEXYPHENIDYL	KBM-7	32.78	2
ISOSORBIDE DINITRATE	PROCARBAZINE	KBM-7	33.43	3
TRIOXSALEN	CEVIMELINE	KBM-7	35.66	6
TRIMETHOPRIM	PRAZIQUANTEL	KBM-7	31.05	4
RISPERIDONE	TOLVAPTAN	KBM-7	31.0	8
PENTOSTATIN	CLOFIBRATE	KBM-7	33.77	5
TESTOLACTONE	FOMEPIZOLE	KBM-7	35.81	4
SUMATRIPTAN	PENTOSTATIN	KBM-7	34.21	0
PRAZIQUANTEL	D-CYCLOSERINE	KBM-7	31.65	9
THALIDOMIDE	LUMEFANTRINE	KBM-7	34.01	6
RILUZOLE	AMANTADINE	KBM-7	31.51	2
MINOXIDIL	METFORMIN	KBM-7	35.25	0
MILRINONE	CHLOROQUINE	KBM-7	33.99	6
FLUMAZENIL	LACOSAMIDE	KBM-7	34.03	3
TRIFLUPROMAZINE	LUMEFANTRINE	KBM-7	30.2	5
GUANADREL	ACARBOSE	KBM-7	30.01	8
TRIOXSALEN	OLMESARTAN	KBM-7	36.07	6
NIZATIDINE	ILOPROST	KBM-7	35.61	5
ENTACAPONE	PROBENECID	KBM-7	32.69	4
SORAFENIB	CARMUSTINE	KBM-7	34.67	4
PROBENECID	NICLOSAMIDE	KBM-7	39.08	2
PROPYLTHIOURACIL	CLOPIDOGREL	KBM-7	34.1	4
ASENAPINE	TRANYLCYPROMINE	KBM-7	36.23	3
METAXALONE	OSELTAMIVIR ACID	KBM-7	33.93	8
CARBOPLATIN	ZAFIRLUKAST	KBM-7	66.99	4
NICLOSAMIDE	DOXAPRAM	KBM-7	38.1	9
TRILOSTANE	TRIFLUOPERAZINE	KBM-7	33.6	8
PALONOSETRON	ENALAPRILAT	KBM-7	80.75	2
FLUMAZENIL	NISOLDIPINE	KBM-7	35.41	8
PROCARBAZINE	CEVIMELINE	KBM-7	34.67	5
DIPHENIDOL	CANRENONE	KBM-7	35.72	6
THALIDOMIDE	LACOSAMIDE	KBM-7	34.38	7
ORLISTAT	MESALAZINE	KBM-7	34.93	8
NORCISAPRIDE	TINIDAZOLE	KBM-7	33.98	3
ORLISTAT	PRIMIDONE	KBM-7	34.94	6
LEVAMISOLE	ITRACONAZOLE	KBM-7	30.49	0
STANOZOLOL	TINIDAZOLE	KBM-7	36.94	3
PALONOSETRON	ARGATROBAN	KBM-7	81.01	5
DIPYRIDAMOLE	ACETOHYDROXAMIC ACID	KBM-7	37.25	2
GUANFACINE	ENOXACIN	KBM-7	35.5	2
PALONOSETRON	SILDENAFIL	KBM-7	81.62	7
ABACAVIR	ANASTROZOLE	KBM-7	30.6	3
CARISOPRODOL	MIGLUSTAT	KBM-7	34.06	9
FEBUXOSTAT	MIGLUSTAT	KBM-7	30.89	0
IMIPRAMINE	BACLOFEN	KBM-7	36.13	1
PALONOSETRON	OLMESARTAN MEDOXOMIL	KBM-7	80.91	3
THIOTEPA	NICLOSAMIDE	KBM-7	39.34	2
BUMETANIDE	DIETHYLCARBAMAZINE	KBM-7	34.85	1
PALONOSETRON	MARAVIROC	KBM-7	81.67	6
PINACIDIL	ABACAVIR	KBM-7	31.83	5
SITAGLIPTIN	LEVETIRACETAM	KBM-7	34.62	5
THIOTEPA	CARBOPLATIN	KBM-7	68.24	8
BUSPIRONE	IMIPRAMINE	KBM-7	36.18	9
TESTOLACTONE	ETOMIDATE	KBM-7	37.75	4
PALONOSETRON	IMIPRAMINE	KBM-7	81.73	5
AMODIAQUINE	METFORMIN	KBM-7	35.45	1
LEVETIRACETAM	CARBOPLATIN	KBM-7	68.27	7
TOLVAPTAN	CARBOPLATIN	KBM-7	68.28	3
DIPHENIDOL	TRIOXSALEN	KBM-7	36.72	3
SAXAGLIPTIN	ZAFIRLUKAST	KBM-7	34.58	1
PALONOSETRON	MEMANTINE	KBM-7	80.84	6
CITALOPRAM	PAZOPANIB	KBM-7	69.6	5
METHYCLOTHIAZIDE	PROCARBAZINE	KBM-7	36.48	0
PALONOSETRON	DOPAMINE	KBM-7	79.62	8
PALONOSETRON	SUNITINIB	KBM-7	72.14	3
STANOZOLOL	ITRACONAZOLE	KBM-7	75.87	6
SITAGLIPTIN	RANOLAZINE	KBM-7	30.1	5
NICLOSAMIDE	THIABENDAZOLE	KBM-7	38.43	7
MARAVIROC	TIZOXANIDE	KBM-7	74.25	9
TESTOLACTONE	OSELTAMIVIR ACID	KBM-7	34.92	0
A77 1726	SITAGLIPTIN	KBM-7	61.95	8
GUANFACINE	BUSPIRONE	KBM-7	36.17	8
TACRINE	TRAZODONE	KBM-7	31.99	5
ISOPROTERENOL	METYROSINE	KBM-7	31.62	4
PALONOSETRON	MEBENDAZOLE	KBM-7	81.88	5
TRIAMTERENE	TIZOXANIDE	KBM-7	74.31	4
LIOTHYRONINE	NICLOSAMIDE	KBM-7	39.57	0
FEBUXOSTAT	CARBOPLATIN	KBM-7	68.44	3
PALONOSETRON	CANRENONE	KBM-7	81.22	5
PALONOSETRON	AMODIAQUINE	KBM-7	81.43	3
TERAZOSIN	HYDROXYCHLOROQUINE	KBM-7	36.94	2
PRIMIDONE	FELBAMATE	KBM-7	30.47	7
ISOPROTERENOL	GUANADREL	KBM-7	31.69	3
PALONOSETRON	DIPHENIDOL	KBM-7	81.95	4
EFLORNITHINE	METFORMIN	KBM-7	33.26	5
GABAPENTIN	FEBUXOSTAT	KBM-7	32.71	7
PALONOSETRON	METHYCLOTHIAZIDE	KBM-7	81.96	1
METHYCLOTHIAZIDE	PYRAZINOIC ACID	KBM-7	37.05	3
NICLOSAMIDE	ACITRETIN	KBM-7	38.61	1
FEBUXOSTAT	BACLOFEN	KBM-7	31.76	7
TESTOLACTONE	RISPERIDONE	KBM-7	36.33	2
PALONOSETRON	ANASTROZOLE	KBM-7	81.29	5
AZITHROMYCIN	ISOPROTERENOL	KBM-7	32.81	8
ZALEPLON	MEMANTINE	KBM-7	36.48	3
DOPAMINE	VALPROIC ACID	KBM-7	34.57	0
6-HYDROXYBUSPIRONE	LACOSAMIDE	KBM-7	35.69	2
PALONOSETRON	FLUMAZENIL	KBM-7	82.03	1
PALONOSETRON	AZATADINE	KBM-7	82.04	7
ORLISTAT	METAXALONE	KBM-7	36.34	0
CEVIMELINE	EFAVIRENZ	KBM-7	30.92	1
PALONOSETRON	RISPERIDONE	KBM-7	80.69	7
METHYLERGONOVINE	CARBOPLATIN	KBM-7	68.58	1
PROBENECID	MARAVIROC	KBM-7	33.34	5
PALONOSETRON	DUTASTERIDE	KBM-7	82.06	3
NABILONE	CARBOPLATIN	KBM-7	68.6	7
METHYLERGONOVINE	NICLOSAMIDE	KBM-7	39.75	8
CILASTATIN	RUFINAMIDE	KBM-7	38.69	6
THALIDOMIDE	FENOPROFEN	KBM-7	36.06	1
PALONOSETRON	ULIPRISTAL ACETATE	KBM-7	69.98	7
DIPYRIDAMOLE	MERCAPTOPURINE	KBM-7	37.78	0
METYROSINE	PRIMIDONE	KBM-7	37.88	6
PALONOSETRON	PARGYLINE	KBM-7	81.91	1
CARBOPLATIN	PAZOPANIB	KBM-7	67.62	8
TRIFLUPROMAZINE	PRAZIQUANTEL	KBM-7	32.22	7
ORLISTAT	DICHLORPHENAMIDE	KBM-7	32.99	8
AMODIAQUINE	BUSULFAN	KBM-7	36.56	0
ZAFIRLUKAST	CEVIMELINE	KBM-7	34.56	9
PARGYLINE	ACETAZOLAMIDE	KBM-7	36.9	5
TOLAZOLINE	CARBOPLATIN	KBM-7	68.67	0
PALONOSETRON	OLMESARTAN	KBM-7	82.15	1
TESTOSTERONE	RANOLAZINE	KBM-7	31.04	6
NICLOSAMIDE	ENDOXIFEN	KBM-7	38.79	8
CHLOROQUINE	FURAZOLIDONE	KBM-7	30.07	4
PALONOSETRON	ISOSORBIDE DINITRATE	KBM-7	81.02	0
PALONOSETRON	ZALEPLON	KBM-7	81.88	2
ARTEMETHER	CHLORZOXAZONE	KBM-7	32.46	7
SULFAMETER	DICHLORPHENAMIDE	KBM-7	33.26	8
FELBAMATE	CARISOPRODOL	KBM-7	30.25	2
MEBUTAMATE	LITHIUM CITRATE	KBM-7	33.5	1
TRANYLCYPROMINE	OSELTAMIVIR ACID	KBM-7	36.05	3
PALONOSETRON	GALANTAMINE	KBM-7	82.23	5
TACRINE	ISOSORBIDE DINITRATE	KBM-7	37.33	0
MEPHENYTOIN	CILASTATIN	KBM-7	34.3	4
PALONOSETRON	ZAFIRLUKAST	KBM-7	79.74	9
PALONOSETRON	DEXMEDETOMIDINE	KBM-7	82.27	7
PALONOSETRON	SAXAGLIPTIN	KBM-7	81.81	0
CARBOPLATIN	THEOPHYLLINE	KBM-7	67.78	9
PALONOSETRON	EPTIFIBATIDE	KBM-7	81.66	5
PRAZIQUANTEL	DIPHENIDOL	KBM-7	37.07	8
TRAZODONE	RISPERIDONE	KBM-7	32.27	8
A77 1726	TRIHEXYPHENIDYL	KBM-7	62.41	3
MEBUTAMATE	ZONISAMIDE	KBM-7	33.79	6
TRIHEXYPHENIDYL	ISOPROTERENOL	KBM-7	33.12	3
TIZOXANIDE	CEVIMELINE	KBM-7	73.71	7
PAZOPANIB	6-HYDROXYBUSPIRONE	KBM-7	69.12	7
AMANTADINE	MEPHENYTOIN	KBM-7	34.97	7
ORLISTAT	CILASTATIN	KBM-7	37.23	0
PALONOSETRON	NORCISAPRIDE	KBM-7	80.91	8
ACAMPROSATE	ASENAPINE	KBM-7	30.02	5
PALONOSETRON	ENDOXIFEN	KBM-7	53.73	2
DESOXYCORTICOSTERONE PIVALATE	DRONEDARONE	KBM-7	32.61	2
PALONOSETRON	OXYPHENONIUM BROMIDE	KBM-7	82.39	0
EFLORNITHINE	CARBOPLATIN	KBM-7	68.91	4
PALONOSETRON	SITAGLIPTIN	KBM-7	81.13	4
PALONOSETRON	BUSULFAN	KBM-7	81.7	7
DIPHENIDOL	FELBAMATE	KBM-7	31.89	7
PIPERAZINE HEXAHYDRATE	DIETHYLCARBAMAZINE	KBM-7	36.06	7
NORCISAPRIDE	DEXCHLORPHENIRAMINE	KBM-7	36.61	1
TRIOXSALEN	CHLORPHENESIN	KBM-7	31.79	0
GUANFACINE	ARMODAFINIL	KBM-7	37.9	6
PALONOSETRON	ZALCITABINE	KBM-7	82.44	0
PYRAZINOIC ACID	NICLOSAMIDE	KBM-7	40.07	2
THEOPHYLLINE	EFLORNITHINE	KBM-7	35.85	2
LIOTHYRONINE	TRIFLUOPERAZINE	KBM-7	37.39	3
PALONOSETRON	AZITHROMYCIN	KBM-7	82.48	4
ORLISTAT	PHENSUXIMIDE	KBM-7	37.78	9
PALONOSETRON	MINOXIDIL	KBM-7	82.51	0
MIGLITOL	EFLORNITHINE	KBM-7	36.05	5
LANSOPRAZOLE	NICLOSAMIDE	KBM-7	40.17	5
AMANTADINE	TRILOSTANE	KBM-7	35.71	4
PALONOSETRON	TOLVAPTAN	KBM-7	77.84	1
DIPYRIDAMOLE	ISOPROTERENOL	KBM-7	33.34	0
NISOLDIPINE	SILDENAFIL	KBM-7	38.23	4
ACETAZOLAMIDE	EFAVIRENZ	KBM-7	32.52	4
SITAGLIPTIN	ISOPROTERENOL	KBM-7	33.38	4
EPTIFIBATIDE	OSELTAMIVIR ACID	KBM-7	37.17	9
PIPERAZINE HEXAHYDRATE	SULFAMETER	KBM-7	36.56	8
NABILONE	MILRINONE	KBM-7	38.48	4
ORLISTAT	MEPHENYTOIN	KBM-7	36.36	8
ATENOLOL	EFLORNITHINE	KBM-7	36.31	3
PARGYLINE	LEVETIRACETAM	KBM-7	38.38	1
ORLISTAT	TOPIRAMATE	KBM-7	38.0	8
PENTOLINIUM TARTRATE	A77 1726	KBM-7	63.74	3
TRIFLUPROMAZINE	NICLOSAMIDE	KBM-7	40.29	4
ITRACONAZOLE	BACLOFEN	KBM-7	75.67	3
CHLORPHENESIN	TOLAZOLINE	KBM-7	31.48	5
ISOPROTERENOL	RANOLAZINE	KBM-7	32.42	2
TRILOSTANE	ENTACAPONE	KBM-7	37.06	3
IMIPRAMINE	ABACAVIR	KBM-7	34.77	6
PAZOPANIB	FOMEPIZOLE	KBM-7	69.46	6
PENTOLINIUM TARTRATE	CARBOPLATIN	KBM-7	69.2	8
LEVONORGESTREL	DOXAPRAM	KBM-7	31.79	0
NORCISAPRIDE	PENTOSTATIN	KBM-7	37.42	2
CARBOPLATIN	MEMANTINE	KBM-7	68.19	5
PARGYLINE	MIGLITOL	KBM-7	38.65	1
NICLOSAMIDE	TRILOSTANE	KBM-7	39.32	8
HYDROXYCHLOROQUINE	PRAZIQUANTEL	KBM-7	39.42	5
TRILOSTANE	FEBUXOSTAT	KBM-7	77.82	8
PYRAZINOIC ACID	MINOXIDIL SULFATE	KBM-7	37.63	0
PALONOSETRON	ITRACONAZOLE	KBM-7	76.77	5
CHLORPHENESIN	PHENSUXIMIDE	KBM-7	31.71	0
DIHYDROERGOTAMINE	PRAZIQUANTEL	KBM-7	39.2	7
RANOLAZINE	ENTACAPONE	KBM-7	31.95	2
TIZOXANIDE	TACRINE	KBM-7	74.15	5
PALONOSETRON	SUMATRIPTAN	KBM-7	82.19	7
TESTOLACTONE	TINIDAZOLE	KBM-7	40.61	6
SN-38	TRIHEXYPHENIDYL	KBM-7	80.03	2
PALONOSETRON	ACITRETIN	KBM-7	51.42	7
EFLORNITHINE	NORCISAPRIDE	KBM-7	35.93	0
ACAMPROSATE	TRIHEXYPHENIDYL	KBM-7	31.49	4
MIGLUSTAT	ISOPROTERENOL	KBM-7	33.59	5
ACARBOSE	ZONISAMIDE	KBM-7	40.41	1
FEBUXOSTAT	RANOLAZINE	KBM-7	33.15	5
PALONOSETRON	TRIFLUOPERAZINE	KBM-7	80.99	8
ARMODAFINIL	OSELTAMIVIR ACID	KBM-7	37.99	4
FURAZOLIDONE	ANASTROZOLE	KBM-7	31.19	1
VARENICLINE	DRONEDARONE	KBM-7	34.08	2
TESTOLACTONE	MEBENDAZOLE	KBM-7	40.71	4
ARTEMETHER	LANSOPRAZOLE	KBM-7	46.08	0
CEVIMELINE	MILRINONE	KBM-7	39.38	4
ANASTROZOLE	RANOLAZINE	KBM-7	33.3	2
PALONOSETRON	CHLOROQUINE	KBM-7	82.85	0
LEVONORGESTREL	NICLOSAMIDE	KBM-7	40.52	8
ALTRETAMINE	PAZOPANIB	KBM-7	70.68	4
TRIAMTERENE	TRILOSTANE	KBM-7	81.05	2
DOXAPRAM	ANASTROZOLE	KBM-7	31.42	8
FURAZOLIDONE	EFAVIRENZ	KBM-7	31.35	0
FELBAMATE	AMOXAPINE	KBM-7	32.45	5
PALONOSETRON	TESTOSTERONE	KBM-7	76.87	8
ORLISTAT	MIGLITOL	KBM-7	39.07	7
OLMESARTAN MEDOXOMIL	NALTREXONE	KBM-7	38.82	9
PALONOSETRON	TESTOLACTONE	KBM-7	40.62	2
A77 1726	BOSENTAN	KBM-7	62.99	8
PENTOLINIUM TARTRATE	PRIMIDONE	KBM-7	40.51	1
EFLORNITHINE	SAXAGLIPTIN	KBM-7	36.42	5
CHLORPHENESIN	SULFAMETER	KBM-7	32.5	9
PALONOSETRON	3-AMINO-2-OXAZOLIDINONE	KBM-7	82.94	4
PAZOPANIB	LACOSAMIDE	KBM-7	69.75	1
GUANFACINE	CITALOPRAM	KBM-7	81.8	6
FENOPROFEN	DIHYDROERGOTAMINE	KBM-7	41.06	3
TESTOLACTONE	RILUZOLE	KBM-7	37.44	2
TIAGABINE	MILRINONE	KBM-7	30.27	8
LEVAMISOLE	CLOPIDOGREL	KBM-7	40.27	7
ORLISTAT	LACOSAMIDE	KBM-7	38.93	0
PALONOSETRON	DRONEDARONE	KBM-7	76.7	1
ACAMPROSATE	SUNITINIB	KBM-7	31.28	8
EFAVIRENZ	VALPROIC ACID	KBM-7	33.05	2
MARAVIROC	TRILOSTANE	KBM-7	39.29	3
PALONOSETRON	SPIRONOLACTONE	KBM-7	77.56	5
MEBENDAZOLE	CARBOPLATIN	KBM-7	69.55	6
RUFINAMIDE	RILUZOLE	KBM-7	37.59	9
LUBIPROSTONE	NICLOSAMIDE	KBM-7	40.69	5
ISOPROTERENOL	MIGLITOL	KBM-7	32.8	1
PALONOSETRON	TACRINE	KBM-7	83.04	7
DRONEDARONE	TRIFLUPROMAZINE	KBM-7	33.86	2
ORLISTAT	TRILOSTANE	KBM-7	39.45	7
FENOPROFEN	CHLORPHENESIN	KBM-7	33.89	8
OSELTAMIVIR	AMANTADINE	KBM-7	38.55	8
ACETAZOLAMIDE	LEVETIRACETAM	KBM-7	40.2	6
THALIDOMIDE	DRONEDARONE	KBM-7	35.02	0
MEBENDAZOLE	ITRACONAZOLE	KBM-7	77.14	4
D-CYCLOSERINE	MIGLUSTAT	KBM-7	36.05	2
CARBOPLATIN	TRIFLUOPERAZINE	KBM-7	68.6	9
SAXAGLIPTIN	DICHLORPHENAMIDE	KBM-7	36.3	9
DIPHENIDOL	TACRINE	KBM-7	41.05	4
PINACIDIL	FURAZOLIDONE	KBM-7	33.3	7
FLUMAZENIL	LITHIUM CITRATE	KBM-7	40.47	9
PALONOSETRON	NALTREXONE	KBM-7	83.12	2
STANOZOLOL	6-HYDROXYBUSPIRONE	KBM-7	40.39	4
PALONOSETRON	NISOLDIPINE	KBM-7	82.95	9
DIPYRIDAMOLE	GABAPENTIN	KBM-7	38.79	1
TEMOZOLOMIDE	ISOPROTERENOL	KBM-7	33.92	4
ARTEMETHER	DIPYRIDAMOLE	KBM-7	39.85	4
DESOXYCORTICOSTERONE PIVALATE	TIAGABINE	KBM-7	31.88	7
VECURONIUM BROMIDE	TIZOXANIDE	KBM-7	75.55	6
ACAMPROSATE	TETRABENAZINE	KBM-7	32.74	1
PALONOSETRON	TRANYLCYPROMINE	KBM-7	83.15	1
CILASTATIN	FEBUXOSTAT	KBM-7	36.69	4
PALONOSETRON	DIETHYLCARBAMAZINE	KBM-7	81.37	6
FENOPROFEN	PIPERAZINE HEXAHYDRATE	KBM-7	39.66	1
PALONOSETRON	OSELTAMIVIR	KBM-7	82.02	8
LUMEFANTRINE	TOPIRAMATE	KBM-7	40.03	7
PALONOSETRON	DIHYDROERGOTAMINE	KBM-7	83.17	9
PALONOSETRON	RILUZOLE	KBM-7	79.71	9
PALONOSETRON	MILRINONE	KBM-7	82.13	2
PALONOSETRON	VECURONIUM BROMIDE	KBM-7	80.96	0
ISONIAZID	ISOPROTERENOL	KBM-7	33.97	6
ORLISTAT	TRIMETHOPRIM	KBM-7	38.09	0
PHENSUXIMIDE	TIZOXANIDE	KBM-7	75.6	9
SUNITINIB	NITISINONE	KBM-7	70.87	5
PENTOLINIUM TARTRATE	FENOPROFEN	KBM-7	42.58	8
CISATRACURIUM BESYLATE	CHLORZOXAZONE	KBM-7	33.48	8
STANOZOLOL	RUFINAMIDE	KBM-7	42.84	3
PALONOSETRON	NICLOSAMIDE	KBM-7	40.87	6
ORLISTAT	ETOMIDATE	KBM-7	40.35	1
TRILOSTANE	TRIMETHOPRIM	KBM-7	38.22	0
ACAMPROSATE	ETHINYL ESTRADIOL	KBM-7	33.08	5
PAZOPANIB	VALPROIC ACID	KBM-7	70.02	1
NISOLDIPINE	PROBENECID	KBM-7	38.42	0
TRAZODONE	MEBUTAMATE	KBM-7	35.57	1
ATENOLOL	ISONIAZID	KBM-7	39.42	6
ORLISTAT	GABAPENTIN	KBM-7	40.56	9
PROBENECID	TRAZODONE	KBM-7	36.73	7
PROGUANIL	LUBIPROSTONE	KBM-7	40.94	5
ORLISTAT	ARMODAFINIL	KBM-7	40.64	7
ABACAVIR	DICHLORPHENAMIDE	KBM-7	36.13	7
PALONOSETRON	ALISKIREN	KBM-7	82.16	5
PALONOSETRON	5-FU	KBM-7	54.89	3
PALONOSETRON	ASENAPINE	KBM-7	83.33	8
SAXAGLIPTIN	TOLVAPTAN	KBM-7	37.59	7
ORLISTAT	ALTRETAMINE	KBM-7	40.83	7
LUBIPROSTONE	PAZOPANIB	KBM-7	30.18	6
MARAVIROC	TETRABENAZINE	KBM-7	41.32	9
DEXMEDETOMIDINE	ZILEUTON	KBM-7	30.5	3
TIZOXANIDE	TRIMETHOBENZAMIDE	KBM-7	64.97	6
DIPYRIDAMOLE	NITISINONE	KBM-7	39.03	7
DIETHYLCARBAMAZINE	METHYLERGONOVINE	KBM-7	39.72	5
NICLOSAMIDE	TRIAMTERENE	KBM-7	40.03	4
OLMESARTAN MEDOXOMIL	SULFAMETER	KBM-7	40.75	6
PENTOSTATIN	CARBOPLATIN	KBM-7	69.93	9
TRIOXSALEN	ITRACONAZOLE	KBM-7	77.45	1
CARBOPLATIN	TIZOXANIDE	KBM-7	68.92	2
