drugname1	drugname2	cell_line	synergy	fold
TESTOLACTONE	METFORMIN	KBM-7	7.59	2
THALIDOMIDE	DESOXYCORTICOSTERONE PIVALATE	KBM-7	4.17	4
TESTOLACTONE	VALPROIC ACID	KBM-7	9.28	7
CITALOPRAM	METYROSINE	KBM-7	7.73	7
CANRENONE	TRANYLCYPROMINE	KBM-7	5.33	6
METYROSINE	DOPAMINE	KBM-7	5.41	0
SULBACTAM	EPTIFIBATIDE	KBM-7	3.71	6
IMIPRAMINE	CILASTATIN	KBM-7	6.84	1
VECURONIUM BROMIDE	NIZATIDINE	KBM-7	4.78	1
FLUMAZENIL	MEBENDAZOLE	KBM-7	5.45	9
FENOPROFEN	ACARBOSE	KBM-7	8.24	4
ORLISTAT	OSELTAMIVIR	KBM-7	3.91	9
THIOTEPA	LIOTHYRONINE	KBM-7	6.52	0
TOLVAPTAN	VALPROIC ACID	KBM-7	3.98	0
NALTREXONE	MINOXIDIL	KBM-7	6.09	1
ACETOHEXAMIDE	EPTIFIBATIDE	KBM-7	5.07	7
TRANEXAMIC ACID	PROCARBAZINE	KBM-7	6.58	7
LITHIUM CITRATE	DEXCHLORPHENIRAMINE	KBM-7	5.53	2
METHYLERGONOVINE	PRAZIQUANTEL	KBM-7	4.72	6
VALPROIC ACID	ALISKIREN	KBM-7	7.14	8
VECURONIUM BROMIDE	ZALCITABINE	KBM-7	6.4	0
DEXCHLORPHENIRAMINE	RISPERIDONE	KBM-7	3.97	1
ENOXACIN	SULFAMETER	KBM-7	3.95	9
PINACIDIL	LEVAMISOLE	KBM-7	4.89	8
D-CYCLOSERINE	THIOTEPA	KBM-7	3.68	1
METHYLERGONOVINE	CARISOPRODOL	KBM-7	3.93	0
ATENOLOL	TINIDAZOLE	KBM-7	5.77	0
ACARBOSE	MIGLITOL	KBM-7	6.3	8
PRAZIQUANTEL	EZETIMIBE	KBM-7	5.78	0
CEFMENOXIME	CANRENONE	KBM-7	8.37	9
SUMATRIPTAN	CLOPIDOGREL	KBM-7	6.14	3
MEMANTINE	OXYPHENONIUM BROMIDE	KBM-7	4.79	7
ILOPROST	CHLOROQUINE	KBM-7	6.92	9
ENALAPRILAT	LEVAMISOLE	KBM-7	5.24	7
METHYCLOTHIAZIDE	HYDROXYCHLOROQUINE	KBM-7	7.53	1
OLMESARTAN	ANASTROZOLE	KBM-7	5.36	5
TESTOLACTONE	PRAZIQUANTEL	KBM-7	6.72	6
TACROLIMUS	METAXALONE	KBM-7	7.94	1
PHENSUXIMIDE	PARGYLINE	KBM-7	4.57	9
AMANTADINE	OLMESARTAN	KBM-7	3.73	7
TESTOLACTONE	BACLOFEN	KBM-7	7.34	3
TACROLIMUS	VARENICLINE	KBM-7	8.84	2
PENTOLINIUM TARTRATE	OXYPHENONIUM BROMIDE	KBM-7	7.22	8
MECAMYLAMINE	AZITHROMYCIN	KBM-7	6.71	9
MECAMYLAMINE	METHYCLOTHIAZIDE	KBM-7	6.14	6
NORCISAPRIDE	DEXMEDETOMIDINE	KBM-7	5.14	5
GABAPENTIN	BACLOFEN	KBM-7	7.38	2
MARAVIROC	SILDENAFIL	KBM-7	5.8	7
RISPERIDONE	EPTIFIBATIDE	KBM-7	4.23	2
SAXAGLIPTIN	EPTIFIBATIDE	KBM-7	4.96	7
MINOXIDIL	CEVIMELINE	KBM-7	6.03	1
SULBACTAM	OXYPHENONIUM BROMIDE	KBM-7	5.01	0
TESTOLACTONE	SULFAMETER	KBM-7	6.39	5
AMODIAQUINE	VALPROIC ACID	KBM-7	8.2	5
THEOPHYLLINE	CITALOPRAM	KBM-7	5.35	8
NALTREXONE	ARGATROBAN	KBM-7	6.03	7
LUMEFANTRINE	PIPERAZINE HEXAHYDRATE	KBM-7	4.72	9
TRANEXAMIC ACID	DEXTROMETHORPHAN	KBM-7	13.15	9
CLOPIDOGREL	ACETOHEXAMIDE	KBM-7	7.32	9
ARGATROBAN	PHENSUXIMIDE	KBM-7	4.61	3
MARAVIROC	LACOSAMIDE	KBM-7	4.31	6
THEOPHYLLINE	FENOPROFEN	KBM-7	6.98	1
FOMEPIZOLE	DIHYDROERGOTAMINE	KBM-7	6.24	3
ALTRETAMINE	ILOPROST	KBM-7	7.28	1
PROGUANIL	ENALAPRILAT	KBM-7	6.34	1
DUTASTERIDE	MEBENDAZOLE	KBM-7	6.66	4
LEVAMISOLE	MIGLUSTAT	KBM-7	4.6	2
ZALEPLON	ATOVAQUONE	KBM-7	7.28	4
PARGYLINE	OLMESARTAN MEDOXOMIL	KBM-7	5.3	2
NORCISAPRIDE	CARGLUMIC ACID	KBM-7	4.64	0
PROPYLTHIOURACIL	FOMEPIZOLE	KBM-7	5.19	2
CEVIMELINE	CISAPRIDE	KBM-7	5.74	2
PENTOLINIUM TARTRATE	THEOPHYLLINE	KBM-7	6.5	1
BUMETANIDE	LEVETIRACETAM	KBM-7	5.74	2
ACAMPROSATE	IVERMECTIN	KBM-7	5.8	6
MECAMYLAMINE	ZALEPLON	KBM-7	5.92	8
CISAPRIDE	LEVETIRACETAM	KBM-7	6.24	7
PARGYLINE	PROPYLTHIOURACIL	KBM-7	5.09	3
METFORMIN	DEXCHLORPHENIRAMINE	KBM-7	6.97	1
LUBIPROSTONE	METHYCLOTHIAZIDE	KBM-7	5.66	0
CHLOROQUINE	BACLOFEN	KBM-7	8.26	2
TRIOXSALEN	PENTOSTATIN	KBM-7	6.36	7
ENOXACIN	LEVAMISOLE	KBM-7	6.12	1
METAXALONE	MINOXIDIL	KBM-7	6.28	6
METAXALONE	MILRINONE	KBM-7	5.24	6
DIETHYLCARBAMAZINE	TINIDAZOLE	KBM-7	5.31	7
MIGLITOL	METHYCLOTHIAZIDE	KBM-7	6.68	5
LAMOTRIGINE	MIGLITOL	KBM-7	3.68	9
AZATADINE	OSELTAMIVIR	KBM-7	5.78	5
TESTOLACTONE	ATOVAQUONE	KBM-7	9.44	9
DUTASTERIDE	NIZATIDINE	KBM-7	8.35	7
TRIMETHOPRIM	GABAPENTIN	KBM-7	4.89	4
ATENOLOL	RISPERIDONE	KBM-7	5.35	6
AZITHROMYCIN	ETHINYL ESTRADIOL	KBM-7	6.64	4
TESTOLACTONE	CEFMENOXIME	KBM-7	11.52	1
TRANEXAMIC ACID	FEBUXOSTAT	KBM-7	4.32	4
3-AMINO-2-OXAZOLIDINONE	BUSULFAN	KBM-7	6.41	4
BUSULFAN	MILRINONE	KBM-7	5.17	8
ACARBOSE	TRIOXSALEN	KBM-7	8.36	8
DIETHYLCARBAMAZINE	SITAGLIPTIN	KBM-7	4.17	9
ASENAPINE	ATENOLOL	KBM-7	7.4	3
TESTOLACTONE	DICHLORPHENAMIDE	KBM-7	3.93	9
CANRENONE	ACARBOSE	KBM-7	7.03	4
RUFINAMIDE	D-CYCLOSERINE	KBM-7	4.26	1
GUANFACINE	VALPROIC ACID	KBM-7	9.33	5
MIGLUSTAT	FENOPROFEN	KBM-7	7.06	2
LUMEFANTRINE	SITAGLIPTIN	KBM-7	6.11	5
RUFINAMIDE	SUMATRIPTAN	KBM-7	7.48	2
ZALEPLON	CARISOPRODOL	KBM-7	5.33	5
DESOXYCORTICOSTERONE PIVALATE	TACROLIMUS	KBM-7	9.42	6
HYDROXYMETRONIDAZOLE	GALANTAMINE	KBM-7	7.27	7
ATOVAQUONE	MIGLUSTAT	KBM-7	6.66	9
DOPAMINE	TRIAMTERENE	KBM-7	4.54	0
BOSENTAN	ZAFIRLUKAST	KBM-7	3.94	0
DIPHENIDOL	GABAPENTIN	KBM-7	8.94	6
ZALEPLON	AZITHROMYCIN	KBM-7	7.71	4
MARAVIROC	CEVIMELINE	KBM-7	6.92	5
VARENICLINE	FOMEPIZOLE	KBM-7	7.59	9
ZONISAMIDE	ATENOLOL	KBM-7	7.01	8
MARAVIROC	TRIHEXYPHENIDYL	KBM-7	4.76	6
CISAPRIDE	CARMUSTINE	KBM-7	5.48	0
VALPROIC ACID	SULBACTAM	KBM-7	8.88	5
GALANTAMINE	THEOPHYLLINE	KBM-7	7.38	5
GABAPENTIN	PROBENECID	KBM-7	5.58	3
METAXALONE	LAMOTRIGINE	KBM-7	4.15	8
GABAPENTIN	ARGATROBAN	KBM-7	8.08	3
GALANTAMINE	TOPIRAMATE	KBM-7	7.21	5
DESOXYCORTICOSTERONE PIVALATE	METHYCLOTHIAZIDE	KBM-7	7.48	5
EZETIMIBE	CLOFIBRATE	KBM-7	7.89	9
AMODIAQUINE	CITALOPRAM	KBM-7	7.32	4
LUMEFANTRINE	ZAFIRLUKAST	KBM-7	5.51	7
TACRINE	PRAZIQUANTEL	KBM-7	7.07	3
ISONIAZID	AZATADINE	KBM-7	5.44	6
PYRAZINAMIDE	ISONIAZID	KBM-7	6.5	1
TRIOXSALEN	MEPHENYTOIN	KBM-7	5.59	2
EFLORNITHINE	METHYCLOTHIAZIDE	KBM-7	5.02	5
VARENICLINE	PROBENECID	KBM-7	5.03	3
AMODIAQUINE	PROCARBAZINE	KBM-7	6.41	1
BUSULFAN	EFLORNITHINE	KBM-7	4.16	9
DOPAMINE	3-AMINO-2-OXAZOLIDINONE	KBM-7	5.97	6
AZATADINE	THALIDOMIDE	KBM-7	6.93	7
MILRINONE	TINIDAZOLE	KBM-7	6.94	4
BOSENTAN	PROBUCOL	KBM-7	7.84	3
TRIAMTERENE	NISOLDIPINE	KBM-7	6.76	4
TESTOLACTONE	MEMANTINE	KBM-7	8.27	2
PHENSUXIMIDE	MINOXIDIL	KBM-7	6.83	0
CARGLUMIC ACID	EPTIFIBATIDE	KBM-7	6.78	8
ORLISTAT	ATOVAQUONE	KBM-7	8.66	7
PROBENECID	ZALEPLON	KBM-7	4.48	9
DIPHENIDOL	TRIAMTERENE	KBM-7	7.5	4
OLMESARTAN MEDOXOMIL	SORAFENIB	KBM-7	9.96	3
ILOPROST	EFLORNITHINE	KBM-7	4.51	2
OSELTAMIVIR	NALTREXONE	KBM-7	7.25	1
MECAMYLAMINE	TOLVAPTAN	KBM-7	3.83	3
PHENSUXIMIDE	SUMATRIPTAN	KBM-7	6.25	9
ETHINYL ESTRADIOL	TERAZOSIN	KBM-7	7.16	5
DIETHYLCARBAMAZINE	MECAMYLAMINE	KBM-7	6.24	9
SILDENAFIL	GABAPENTIN	KBM-7	9.19	8
CHLOROQUINE	TETRABENAZINE	KBM-7	9.06	8
VECURONIUM BROMIDE	TERAZOSIN	KBM-7	6.28	3
PHENSUXIMIDE	EFLORNITHINE	KBM-7	4.18	7
TESTOLACTONE	DOPAMINE	KBM-7	7.44	7
SORAFENIB	RUFINAMIDE	KBM-7	11.95	4
FOMEPIZOLE	MILRINONE	KBM-7	6.99	3
ITRACONAZOLE	SORAFENIB	KBM-7	5.68	7
TESTOLACTONE	ISONIAZID	KBM-7	7.12	1
MIGLITOL	TACROLIMUS	KBM-7	10.25	4
HYDROXYCHLOROQUINE	RISPERIDONE	KBM-7	8.24	6
CARGLUMIC ACID	TINIDAZOLE	KBM-7	7.9	0
METRONIDAZOLE	SORAFENIB	KBM-7	12.26	4
6-HYDROXYBUSPIRONE	DIETHYLCARBAMAZINE	KBM-7	5.51	5
IVERMECTIN	AZITHROMYCIN	KBM-7	15.73	7
TESTOLACTONE	ENALAPRILAT	KBM-7	8.78	2
EPTIFIBATIDE	HYDROXYCHLOROQUINE	KBM-7	8.94	0
TRIFLUPROMAZINE	METHYCLOTHIAZIDE	KBM-7	4.32	7
NISOLDIPINE	PRIMIDONE	KBM-7	7.68	0
NISOLDIPINE	MEBUTAMATE	KBM-7	4.71	1
PIPERAZINE HEXAHYDRATE	ARGATROBAN	KBM-7	5.96	1
GUANFACINE	THEOPHYLLINE	KBM-7	6.81	9
ACETOHEXAMIDE	IMIPRAMINE	KBM-7	8.6	5
NISOLDIPINE	ISONIAZID	KBM-7	5.85	9
TERAZOSIN	OSELTAMIVIR ACID	KBM-7	6.55	6
FOMEPIZOLE	CARISOPRODOL	KBM-7	6.85	7
ARGATROBAN	THALIDOMIDE	KBM-7	6.92	2
ISONIAZID	ETOMIDATE	KBM-7	7.5	8
PARGYLINE	CISAPRIDE	KBM-7	7.68	6
CEFMENOXIME	D-CYCLOSERINE	KBM-7	7.96	7
AZATADINE	ZAFIRLUKAST	KBM-7	6.41	9
TERAZOSIN	VALPROIC ACID	KBM-7	11.28	1
MEMANTINE	SULBACTAM	KBM-7	6.56	1
LITHIUM CITRATE	ATENOLOL	KBM-7	8.69	5
BOSENTAN	TINIDAZOLE	KBM-7	7.59	0
ARGATROBAN	TERAZOSIN	KBM-7	8.14	7
DUTASTERIDE	ARMODAFINIL	KBM-7	9.3	0
ISOSORBIDE DINITRATE	MIGLITOL	KBM-7	7.23	8
DIETHYLCARBAMAZINE	PHENSUXIMIDE	KBM-7	5.91	4
MECAMYLAMINE	OLMESARTAN MEDOXOMIL	KBM-7	7.68	1
ORLISTAT	CLOFIBRATE	KBM-7	7.91	5
TRIFLUPROMAZINE	NISOLDIPINE	KBM-7	4.2	1
GALANTAMINE	CLOFIBRATE	KBM-7	9.78	6
EZETIMIBE	TETRABENAZINE	KBM-7	8.63	6
HYDROXYMETRONIDAZOLE	CITALOPRAM	KBM-7	7.86	3
GUANFACINE	DEXCHLORPHENIRAMINE	KBM-7	7.93	5
NATEGLINIDE	DEXCHLORPHENIRAMINE	KBM-7	8.14	5
THEOPHYLLINE	LACOSAMIDE	KBM-7	5.71	9
PRAZIQUANTEL	AMOXAPINE	KBM-7	5.37	3
SULFAMETER	BOSENTAN	KBM-7	6.45	0
TRIHEXYPHENIDYL	MEBENDAZOLE	KBM-7	6.42	5
ACARBOSE	MINOXIDIL SULFATE	KBM-7	7.47	5
PARGYLINE	TRIOXSALEN	KBM-7	9.12	8
NATEGLINIDE	MIGLITOL	KBM-7	8.44	0
BUSULFAN	AMANTADINE	KBM-7	5.74	4
RILUZOLE	GABAPENTIN	KBM-7	7.02	5
DOPAMINE	PROCARBAZINE	KBM-7	6.15	6
HYDROXYMETRONIDAZOLE	CANRENONE	KBM-7	6.9	8
FOMEPIZOLE	DIPHENIDOL	KBM-7	9.09	4
ISONIAZID	FENOPROFEN	KBM-7	8.4	3
AZATADINE	PINACIDIL	KBM-7	7.95	3
LACOSAMIDE	ALTRETAMINE	KBM-7	8.48	7
RILUZOLE	ENOXACIN	KBM-7	5.2	9
METFORMIN	RILUZOLE	KBM-7	6.81	2
OXYPHENONIUM BROMIDE	AMOXAPINE	KBM-7	5.91	1
METAXALONE	GUANADREL	KBM-7	4.19	4
DICHLORPHENAMIDE	TINIDAZOLE	KBM-7	4.75	7
ALTRETAMINE	TOLAZOLINE	KBM-7	12.91	4
TESTOLACTONE	LITHIUM CITRATE	KBM-7	10.67	7
MIGLITOL	HYDROXYMETRONIDAZOLE	KBM-7	7.52	9
MECAMYLAMINE	METHYLERGONOVINE	KBM-7	8.48	6
ACETAZOLAMIDE	CARMUSTINE	KBM-7	7.38	2
DUTASTERIDE	ETOMIDATE	KBM-7	10.62	4
NISOLDIPINE	PARGYLINE	KBM-7	8.39	3
DIPHENIDOL	CARMUSTINE	KBM-7	7.96	5
TESTOLACTONE	MEBUTAMATE	KBM-7	6.99	2
OSELTAMIVIR ACID	LUMEFANTRINE	KBM-7	7.12	3
CARISOPRODOL	VALPROIC ACID	KBM-7	10.06	9
LEVONORGESTREL	PROCARBAZINE	KBM-7	6.13	1
RISPERIDONE	LAMOTRIGINE	KBM-7	5.04	8
IMIPRAMINE	METFORMIN	KBM-7	10.18	5
RUFINAMIDE	CARGLUMIC ACID	KBM-7	9.57	7
RUFINAMIDE	ABACAVIR	KBM-7	5.71	6
MESALAZINE	ZONISAMIDE	KBM-7	9.76	7
CLOPIDOGREL	ENALAPRILAT	KBM-7	9.32	2
D-CYCLOSERINE	CANRENONE	KBM-7	4.82	8
IVERMECTIN	RUFINAMIDE	KBM-7	16.83	8
ACAMPROSATE	TRANEXAMIC ACID	KBM-7	4.11	7
DIETHYLCARBAMAZINE	THALIDOMIDE	KBM-7	6.68	0
IMIPRAMINE	MEBUTAMATE	KBM-7	6.02	2
VALPROIC ACID	CEFMENOXIME	KBM-7	15.17	3
GABAPENTIN	FENOPROFEN	KBM-7	12.47	3
PHENSUXIMIDE	MECAMYLAMINE	KBM-7	8.05	3
AMOXAPINE	DIHYDROERGOTAMINE	KBM-7	6.45	9
NITROSOGLUTATHIONE	LITHIUM CITRATE	KBM-7	9.64	2
VARENICLINE	MEMANTINE	KBM-7	8.78	1
ITRACONAZOLE	CHLOROQUINE	KBM-7	5.78	7
LAMOTRIGINE	VARENICLINE	KBM-7	6.88	0
HYDROXYCHLOROQUINE	GABAPENTIN	KBM-7	12.03	0
EFLORNITHINE	RUFINAMIDE	KBM-7	7.36	4
TRIOXSALEN	SAXAGLIPTIN	KBM-7	9.51	9
PROGUANIL	PENTOSTATIN	KBM-7	9.2	2
TRIMETHOPRIM	CITALOPRAM	KBM-7	6.57	0
NORCISAPRIDE	NIZATIDINE	KBM-7	9.36	2
TACROLIMUS	ZALCITABINE	KBM-7	14.7	2
MILRINONE	MEBUTAMATE	KBM-7	5.15	3
VECURONIUM BROMIDE	RILUZOLE	KBM-7	4.55	7
ANASTROZOLE	THEOPHYLLINE	KBM-7	7.48	3
DUTASTERIDE	GUANADREL	KBM-7	5.37	2
DIETHYLCARBAMAZINE	PRIMIDONE	KBM-7	7.53	3
MINOXIDIL SULFATE	MINOXIDIL	KBM-7	7.46	3
OSELTAMIVIR	3-AMINO-2-OXAZOLIDINONE	KBM-7	8.68	6
PYRAZINOIC ACID	LEVONORGESTREL	KBM-7	9.86	1
METYROSINE	PHENPROCOUMON	KBM-7	4.44	9
LUBIPROSTONE	PHENSUXIMIDE	KBM-7	7.39	4
MIGLITOL	VARENICLINE	KBM-7	9.69	1
PRIMIDONE	AMANTADINE	KBM-7	6.97	1
EZETIMIBE	SORAFENIB	KBM-7	13.07	7
ACAMPROSATE	TOLAZOLINE	KBM-7	5.22	3
AZATADINE	TOPIRAMATE	KBM-7	8.29	0
TRANEXAMIC ACID	PROPYLTHIOURACIL	KBM-7	10.24	5
PROCARBAZINE	TOLAZOLINE	KBM-7	11.31	8
PROBENECID	CLOFIBRATE	KBM-7	6.46	6
TRIOXSALEN	ATOVAQUONE	KBM-7	11.69	2
CLOFIBRATE	AMOXAPINE	KBM-7	6.75	3
ALTRETAMINE	PYRAZINOIC ACID	KBM-7	13.87	8
NIZATIDINE	PROBENECID	KBM-7	7.99	5
ACAMPROSATE	PYRAZINAMIDE	KBM-7	4.22	8
RILUZOLE	CLOPIDOGREL	KBM-7	7.61	6
OLMESARTAN	RISPERIDONE	KBM-7	8.64	8
ITRACONAZOLE	BUSPIRONE	KBM-7	4.79	6
SN-38	EPTIFIBATIDE	KBM-7	8.71	1
BUSULFAN	ACETOHEXAMIDE	KBM-7	9.18	2
CLOPIDOGREL	HYDROXYMETRONIDAZOLE	KBM-7	9.54	1
TACROLIMUS	SN-38	KBM-7	11.83	6
TESTOLACTONE	HYDROXYMETRONIDAZOLE	KBM-7	9.95	9
EPTIFIBATIDE	PROPYLTHIOURACIL	KBM-7	8.1	4
CISAPRIDE	PINACIDIL	KBM-7	8.42	3
PROCARBAZINE	TOPIRAMATE	KBM-7	7.71	7
DOPAMINE	CARISOPRODOL	KBM-7	6.53	7
FLUMAZENIL	ISONIAZID	KBM-7	7.64	9
METAXALONE	OLMESARTAN MEDOXOMIL	KBM-7	8.82	9
OLMESARTAN MEDOXOMIL	PENTOSTATIN	KBM-7	8.38	5
VARENICLINE	ZAFIRLUKAST	KBM-7	8.27	5
SILDENAFIL	PROBENECID	KBM-7	6.98	4
GABAPENTIN	GUANADREL	KBM-7	7.06	3
ILOPROST	ACETOHEXAMIDE	KBM-7	9.63	4
PROPYLTHIOURACIL	MINOXIDIL SULFATE	KBM-7	7.05	8
CEVIMELINE	RAMELTEON	KBM-7	10.21	6
NIZATIDINE	ACETAZOLAMIDE	KBM-7	11.31	4
LEVAMISOLE	PRAZIQUANTEL	KBM-7	9.71	5
TESTOLACTONE	TRIAMTERENE	KBM-7	10.73	7
AZITHROMYCIN	OLMESARTAN	KBM-7	11.16	8
SUMATRIPTAN	CISAPRIDE	KBM-7	9.14	6
TESTOLACTONE	DUTASTERIDE	KBM-7	11.78	6
NORCISAPRIDE	AMANTADINE	KBM-7	6.64	9
VARENICLINE	GUANADREL	KBM-7	6.39	5
AMODIAQUINE	METHYLERGONOVINE	KBM-7	9.37	5
EZETIMIBE	GUANADREL	KBM-7	6.59	5
ATOVAQUONE	THEOPHYLLINE	KBM-7	10.39	0
LUBIPROSTONE	ZAFIRLUKAST	KBM-7	7.08	8
CARISOPRODOL	ALTRETAMINE	KBM-7	10.34	1
TOPIRAMATE	PROBUCOL	KBM-7	10.1	9
TETRABENAZINE	ACETOHEXAMIDE	KBM-7	9.82	4
3-AMINO-2-OXAZOLIDINONE	DICHLORPHENAMIDE	KBM-7	6.3	1
TRIFLUOPERAZINE	TESTOSTERONE	KBM-7	3.81	3
IMIPRAMINE	THALIDOMIDE	KBM-7	9.58	4
ABACAVIR	TETRABENAZINE	KBM-7	5.5	3
MECAMYLAMINE	BUSPIRONE	KBM-7	10.35	0
ZALCITABINE	MIGLITOL	KBM-7	12.95	2
MEMANTINE	ITRACONAZOLE	KBM-7	4.57	4
EFLORNITHINE	LEVETIRACETAM	KBM-7	7.83	4
TACROLIMUS	ARMODAFINIL	KBM-7	13.44	2
CISAPRIDE	TERAZOSIN	KBM-7	10.19	5
TRIFLUPROMAZINE	SUMATRIPTAN	KBM-7	5.77	1
PROGUANIL	PHENPROCOUMON	KBM-7	4.23	5
VALPROIC ACID	FOMEPIZOLE	KBM-7	13.02	4
TRIFLUOPERAZINE	LUBIPROSTONE	KBM-7	7.82	2
LEVETIRACETAM	MINOXIDIL	KBM-7	10.86	7
ITRACONAZOLE	MESALAZINE	KBM-7	6.12	6
MARAVIROC	RAMELTEON	KBM-7	10.64	9
DIHYDROERGOTAMINE	ENOXACIN	KBM-7	9.91	2
CANRENONE	FEBUXOSTAT	KBM-7	5.78	8
CHLORPHENESIN	SORAFENIB	KBM-7	7.09	2
TIAGABINE	GABAPENTIN	KBM-7	3.68	7
TRIHEXYPHENIDYL	RAMELTEON	KBM-7	8.49	0
SUMATRIPTAN	TINIDAZOLE	KBM-7	10.27	9
GUANFACINE	VARENICLINE	KBM-7	10.77	3
FELBAMATE	ARMODAFINIL	KBM-7	5.16	8
