drugname1	drugname2	cell_line	synergy	fold
PENTOSTATIN	VECURONIUM BROMIDE	KBM-7	2.84	5
VECURONIUM BROMIDE	ZALCITABINE	KBM-7	6.4	6
DEXCHLORPHENIRAMINE	RISPERIDONE	KBM-7	3.97	9
ENOXACIN	SULFAMETER	KBM-7	3.95	6
PINACIDIL	LEVAMISOLE	KBM-7	4.89	8
D-CYCLOSERINE	THIOTEPA	KBM-7	3.68	5
METHYLERGONOVINE	CARISOPRODOL	KBM-7	3.93	3
ATENOLOL	TINIDAZOLE	KBM-7	5.77	9
BUSPIRONE	LAMOTRIGINE	KBM-7	3.07	3
ACARBOSE	MIGLITOL	KBM-7	6.3	9
AMODIAQUINE	LACOSAMIDE	KBM-7	3.44	4
PRAZIQUANTEL	EZETIMIBE	KBM-7	5.78	0
CEFMENOXIME	CANRENONE	KBM-7	8.37	1
SUMATRIPTAN	CLOPIDOGREL	KBM-7	6.14	0
DOPAMINE	6-HYDROXYBUSPIRONE	KBM-7	2.89	6
MEMANTINE	OXYPHENONIUM BROMIDE	KBM-7	4.79	6
ILOPROST	CHLOROQUINE	KBM-7	6.92	8
ENALAPRILAT	LEVAMISOLE	KBM-7	5.24	3
METHYCLOTHIAZIDE	HYDROXYCHLOROQUINE	KBM-7	7.53	2
OLMESARTAN	ANASTROZOLE	KBM-7	5.36	4
TESTOLACTONE	PRAZIQUANTEL	KBM-7	6.72	4
TACROLIMUS	METAXALONE	KBM-7	7.94	8
PHENSUXIMIDE	PARGYLINE	KBM-7	4.57	7
AMANTADINE	OLMESARTAN	KBM-7	3.73	2
TESTOLACTONE	BACLOFEN	KBM-7	7.34	2
TACROLIMUS	VARENICLINE	KBM-7	8.84	3
PENTOLINIUM TARTRATE	OXYPHENONIUM BROMIDE	KBM-7	7.22	8
MECAMYLAMINE	AZITHROMYCIN	KBM-7	6.71	6
MECAMYLAMINE	METHYCLOTHIAZIDE	KBM-7	6.14	1
NORCISAPRIDE	DEXMEDETOMIDINE	KBM-7	5.14	7
GABAPENTIN	BACLOFEN	KBM-7	7.38	8
EZETIMIBE	D-CYCLOSERINE	KBM-7	3.02	8
ISONIAZID	TETRABENAZINE	KBM-7	3.17	5
MARAVIROC	SILDENAFIL	KBM-7	5.8	4
RISPERIDONE	EPTIFIBATIDE	KBM-7	4.23	6
SAXAGLIPTIN	EPTIFIBATIDE	KBM-7	4.96	7
MINOXIDIL	CEVIMELINE	KBM-7	6.03	0
SULBACTAM	OXYPHENONIUM BROMIDE	KBM-7	5.01	0
TESTOLACTONE	SULFAMETER	KBM-7	6.39	8
AMODIAQUINE	VALPROIC ACID	KBM-7	8.2	0
THEOPHYLLINE	CITALOPRAM	KBM-7	5.35	7
NALTREXONE	ARGATROBAN	KBM-7	6.03	2
LUMEFANTRINE	PIPERAZINE HEXAHYDRATE	KBM-7	4.72	7
TRANEXAMIC ACID	DEXTROMETHORPHAN	KBM-7	13.15	1
CLOPIDOGREL	ACETOHEXAMIDE	KBM-7	7.32	1
ARGATROBAN	PHENSUXIMIDE	KBM-7	4.61	9
MARAVIROC	LACOSAMIDE	KBM-7	4.31	4
THEOPHYLLINE	FENOPROFEN	KBM-7	6.98	2
FOMEPIZOLE	DIHYDROERGOTAMINE	KBM-7	6.24	6
ALTRETAMINE	ILOPROST	KBM-7	7.28	1
PROGUANIL	ENALAPRILAT	KBM-7	6.34	6
DUTASTERIDE	MEBENDAZOLE	KBM-7	6.66	2
LEVAMISOLE	MIGLUSTAT	KBM-7	4.6	1
ZALEPLON	ATOVAQUONE	KBM-7	7.28	8
PARGYLINE	OLMESARTAN MEDOXOMIL	KBM-7	5.3	0
PROPYLTHIOURACIL	AMANTADINE	KBM-7	2.99	7
NORCISAPRIDE	CARGLUMIC ACID	KBM-7	4.64	8
PROPYLTHIOURACIL	FOMEPIZOLE	KBM-7	5.19	6
CEVIMELINE	CISAPRIDE	KBM-7	5.74	2
PENTOLINIUM TARTRATE	THEOPHYLLINE	KBM-7	6.5	6
BUMETANIDE	LEVETIRACETAM	KBM-7	5.74	4
ACAMPROSATE	IVERMECTIN	KBM-7	5.8	5
MECAMYLAMINE	ZALEPLON	KBM-7	5.92	5
CISAPRIDE	LEVETIRACETAM	KBM-7	6.24	7
PARGYLINE	PROPYLTHIOURACIL	KBM-7	5.09	7
METFORMIN	DEXCHLORPHENIRAMINE	KBM-7	6.97	1
LUBIPROSTONE	METHYCLOTHIAZIDE	KBM-7	5.66	1
CHLOROQUINE	BACLOFEN	KBM-7	8.26	4
TRIOXSALEN	PENTOSTATIN	KBM-7	6.36	0
BACLOFEN	MEBUTAMATE	KBM-7	3.39	0
ENOXACIN	LEVAMISOLE	KBM-7	6.12	3
METAXALONE	MINOXIDIL	KBM-7	6.28	2
METAXALONE	MILRINONE	KBM-7	5.24	7
DIETHYLCARBAMAZINE	TINIDAZOLE	KBM-7	5.31	6
MIGLITOL	METHYCLOTHIAZIDE	KBM-7	6.68	1
TRILOSTANE	VECURONIUM BROMIDE	KBM-7	3.25	8
LAMOTRIGINE	MIGLITOL	KBM-7	3.68	3
AZATADINE	OSELTAMIVIR	KBM-7	5.78	9
TESTOLACTONE	ATOVAQUONE	KBM-7	9.44	8
DUTASTERIDE	NIZATIDINE	KBM-7	8.35	3
TRIMETHOPRIM	GABAPENTIN	KBM-7	4.89	8
ATENOLOL	RISPERIDONE	KBM-7	5.35	3
AZITHROMYCIN	ETHINYL ESTRADIOL	KBM-7	6.64	5
ZAFIRLUKAST	PHENSUXIMIDE	KBM-7	3.57	2
AMOXAPINE	PROCARBAZINE	KBM-7	3.34	3
TESTOLACTONE	CEFMENOXIME	KBM-7	11.52	0
TRANEXAMIC ACID	FEBUXOSTAT	KBM-7	4.32	7
3-AMINO-2-OXAZOLIDINONE	BUSULFAN	KBM-7	6.41	4
BUSULFAN	MILRINONE	KBM-7	5.17	2
ACARBOSE	TRIOXSALEN	KBM-7	8.36	0
DIETHYLCARBAMAZINE	SITAGLIPTIN	KBM-7	4.17	4
ASENAPINE	ATENOLOL	KBM-7	7.4	3
TESTOLACTONE	DICHLORPHENAMIDE	KBM-7	3.93	0
CANRENONE	ACARBOSE	KBM-7	7.03	6
VECURONIUM BROMIDE	DIETHYLCARBAMAZINE	KBM-7	3.46	5
RUFINAMIDE	D-CYCLOSERINE	KBM-7	4.26	8
GUANFACINE	VALPROIC ACID	KBM-7	9.33	7
MIGLUSTAT	FENOPROFEN	KBM-7	7.06	6
LUMEFANTRINE	SITAGLIPTIN	KBM-7	6.11	9
TESTOLACTONE	DRONEDARONE	KBM-7	3.1	3
ISONIAZID	TOPIRAMATE	KBM-7	3.45	3
RUFINAMIDE	SUMATRIPTAN	KBM-7	7.48	0
ZALEPLON	CARISOPRODOL	KBM-7	5.33	3
DESOXYCORTICOSTERONE PIVALATE	TACROLIMUS	KBM-7	9.42	3
HYDROXYMETRONIDAZOLE	GALANTAMINE	KBM-7	7.27	0
ATOVAQUONE	MIGLUSTAT	KBM-7	6.66	0
DOPAMINE	TRIAMTERENE	KBM-7	4.54	1
BOSENTAN	ZAFIRLUKAST	KBM-7	3.94	9
DIPHENIDOL	GABAPENTIN	KBM-7	8.94	6
ZALEPLON	AZITHROMYCIN	KBM-7	7.71	8
MARAVIROC	CEVIMELINE	KBM-7	6.92	7
VARENICLINE	FOMEPIZOLE	KBM-7	7.59	3
ZONISAMIDE	ATENOLOL	KBM-7	7.01	4
MARAVIROC	TRIHEXYPHENIDYL	KBM-7	4.76	3
CISAPRIDE	CARMUSTINE	KBM-7	5.48	2
VALPROIC ACID	SULBACTAM	KBM-7	8.88	6
GALANTAMINE	THEOPHYLLINE	KBM-7	7.38	7
GABAPENTIN	PROBENECID	KBM-7	5.58	1
METAXALONE	LAMOTRIGINE	KBM-7	4.15	7
GABAPENTIN	ARGATROBAN	KBM-7	8.08	2
GALANTAMINE	TOPIRAMATE	KBM-7	7.21	6
DESOXYCORTICOSTERONE PIVALATE	METHYCLOTHIAZIDE	KBM-7	7.48	8
EZETIMIBE	CLOFIBRATE	KBM-7	7.89	3
AMODIAQUINE	CITALOPRAM	KBM-7	7.32	6
LUMEFANTRINE	ZAFIRLUKAST	KBM-7	5.51	8
TACRINE	PRAZIQUANTEL	KBM-7	7.07	3
FEBUXOSTAT	METHYLERGONOVINE	KBM-7	3.06	1
ISONIAZID	AZATADINE	KBM-7	5.44	6
PYRAZINAMIDE	ISONIAZID	KBM-7	6.5	1
TRIOXSALEN	MEPHENYTOIN	KBM-7	5.59	7
EFLORNITHINE	METHYCLOTHIAZIDE	KBM-7	5.02	4
VARENICLINE	PROBENECID	KBM-7	5.03	5
AMODIAQUINE	PROCARBAZINE	KBM-7	6.41	6
BUSULFAN	EFLORNITHINE	KBM-7	4.16	8
DOPAMINE	3-AMINO-2-OXAZOLIDINONE	KBM-7	5.97	3
AZATADINE	THALIDOMIDE	KBM-7	6.93	1
D-CYCLOSERINE	NORCISAPRIDE	KBM-7	2.84	6
MILRINONE	TINIDAZOLE	KBM-7	6.94	6
BOSENTAN	PROBUCOL	KBM-7	7.84	4
ABACAVIR	DEXCHLORPHENIRAMINE	KBM-7	3.0	4
MINOXIDIL SULFATE	TRIMETHOPRIM	KBM-7	2.72	6
TRIAMTERENE	NISOLDIPINE	KBM-7	6.76	2
TESTOLACTONE	MEMANTINE	KBM-7	8.27	6
PHENSUXIMIDE	MINOXIDIL	KBM-7	6.83	8
CARGLUMIC ACID	EPTIFIBATIDE	KBM-7	6.78	0
RANOLAZINE	FENOPROFEN	KBM-7	3.59	3
ORLISTAT	ATOVAQUONE	KBM-7	8.66	8
PROBENECID	ZALEPLON	KBM-7	4.48	0
DIPHENIDOL	TRIAMTERENE	KBM-7	7.5	2
OLMESARTAN MEDOXOMIL	SORAFENIB	KBM-7	9.96	9
ILOPROST	EFLORNITHINE	KBM-7	4.51	1
MEMANTINE	D-CYCLOSERINE	KBM-7	3.44	2
OSELTAMIVIR	NALTREXONE	KBM-7	7.25	0
MECAMYLAMINE	TOLVAPTAN	KBM-7	3.83	9
PHENSUXIMIDE	SUMATRIPTAN	KBM-7	6.25	5
ETHINYL ESTRADIOL	TERAZOSIN	KBM-7	7.16	0
DIETHYLCARBAMAZINE	MECAMYLAMINE	KBM-7	6.24	4
SILDENAFIL	GABAPENTIN	KBM-7	9.19	1
CHLOROQUINE	TETRABENAZINE	KBM-7	9.06	0
VECURONIUM BROMIDE	TERAZOSIN	KBM-7	6.28	3
PHENSUXIMIDE	EFLORNITHINE	KBM-7	4.18	6
TESTOLACTONE	DOPAMINE	KBM-7	7.44	0
SORAFENIB	RUFINAMIDE	KBM-7	11.95	7
FOMEPIZOLE	MILRINONE	KBM-7	6.99	5
ITRACONAZOLE	SORAFENIB	KBM-7	5.68	6
TESTOLACTONE	ISONIAZID	KBM-7	7.12	7
MIGLITOL	TACROLIMUS	KBM-7	10.25	8
HYDROXYCHLOROQUINE	RISPERIDONE	KBM-7	8.24	2
CARGLUMIC ACID	TINIDAZOLE	KBM-7	7.9	1
METRONIDAZOLE	SORAFENIB	KBM-7	12.26	3
6-HYDROXYBUSPIRONE	DIETHYLCARBAMAZINE	KBM-7	5.51	4
IVERMECTIN	AZITHROMYCIN	KBM-7	15.73	5
SPIRONOLACTONE	ILOPROST	KBM-7	2.98	5
TESTOLACTONE	ENALAPRILAT	KBM-7	8.78	2
EPTIFIBATIDE	HYDROXYCHLOROQUINE	KBM-7	8.94	4
TRIFLUPROMAZINE	METHYCLOTHIAZIDE	KBM-7	4.32	3
NISOLDIPINE	PRIMIDONE	KBM-7	7.68	0
NISOLDIPINE	MEBUTAMATE	KBM-7	4.71	8
PIPERAZINE HEXAHYDRATE	ARGATROBAN	KBM-7	5.96	0
GUANFACINE	THEOPHYLLINE	KBM-7	6.81	7
ACETOHEXAMIDE	IMIPRAMINE	KBM-7	8.6	7
NISOLDIPINE	ISONIAZID	KBM-7	5.85	1
TERAZOSIN	OSELTAMIVIR ACID	KBM-7	6.55	8
ARGATROBAN	TRAZODONE	KBM-7	3.35	7
GABAPENTIN	RANOLAZINE	KBM-7	3.63	0
FOMEPIZOLE	CARISOPRODOL	KBM-7	6.85	2
ARGATROBAN	THALIDOMIDE	KBM-7	6.92	6
ISONIAZID	ETOMIDATE	KBM-7	7.5	8
PARGYLINE	CISAPRIDE	KBM-7	7.68	9
CEFMENOXIME	D-CYCLOSERINE	KBM-7	7.96	5
AZATADINE	ZAFIRLUKAST	KBM-7	6.41	9
TERAZOSIN	VALPROIC ACID	KBM-7	11.28	1
MEMANTINE	SULBACTAM	KBM-7	6.56	6
LITHIUM CITRATE	ATENOLOL	KBM-7	8.69	1
BOSENTAN	TINIDAZOLE	KBM-7	7.59	5
ARGATROBAN	TERAZOSIN	KBM-7	8.14	2
DUTASTERIDE	ARMODAFINIL	KBM-7	9.3	9
ISOSORBIDE DINITRATE	MIGLITOL	KBM-7	7.23	4
DIETHYLCARBAMAZINE	PHENSUXIMIDE	KBM-7	5.91	6
MECAMYLAMINE	OLMESARTAN MEDOXOMIL	KBM-7	7.68	9
OXYPHENONIUM BROMIDE	DRONEDARONE	KBM-7	3.19	9
ORLISTAT	CLOFIBRATE	KBM-7	7.91	0
TRIFLUPROMAZINE	NISOLDIPINE	KBM-7	4.2	7
GALANTAMINE	CLOFIBRATE	KBM-7	9.78	9
EZETIMIBE	TETRABENAZINE	KBM-7	8.63	5
HYDROXYMETRONIDAZOLE	CITALOPRAM	KBM-7	7.86	0
GUANFACINE	DEXCHLORPHENIRAMINE	KBM-7	7.93	7
NATEGLINIDE	DEXCHLORPHENIRAMINE	KBM-7	8.14	4
THEOPHYLLINE	LACOSAMIDE	KBM-7	5.71	6
PRAZIQUANTEL	AMOXAPINE	KBM-7	5.37	9
SULFAMETER	BOSENTAN	KBM-7	6.45	9
TRIHEXYPHENIDYL	MEBENDAZOLE	KBM-7	6.42	2
ACARBOSE	MINOXIDIL SULFATE	KBM-7	7.47	0
PARGYLINE	TRIOXSALEN	KBM-7	9.12	4
NATEGLINIDE	MIGLITOL	KBM-7	8.44	5
BUSULFAN	AMANTADINE	KBM-7	5.74	1
RILUZOLE	GABAPENTIN	KBM-7	7.02	6
DOPAMINE	PROCARBAZINE	KBM-7	6.15	1
HYDROXYMETRONIDAZOLE	CANRENONE	KBM-7	6.9	7
FOMEPIZOLE	DIPHENIDOL	KBM-7	9.09	9
CANRENONE	TESTOSTERONE	KBM-7	3.12	8
ISONIAZID	FENOPROFEN	KBM-7	8.4	6
AZATADINE	PINACIDIL	KBM-7	7.95	8
LACOSAMIDE	ALTRETAMINE	KBM-7	8.48	6
RILUZOLE	ENOXACIN	KBM-7	5.2	4
METFORMIN	RILUZOLE	KBM-7	6.81	3
OXYPHENONIUM BROMIDE	AMOXAPINE	KBM-7	5.91	1
ABACAVIR	ISOSORBIDE DINITRATE	KBM-7	3.55	3
METAXALONE	GUANADREL	KBM-7	4.19	3
DICHLORPHENAMIDE	TINIDAZOLE	KBM-7	4.75	0
ALTRETAMINE	TOLAZOLINE	KBM-7	12.91	9
TESTOLACTONE	LITHIUM CITRATE	KBM-7	10.67	1
MIGLITOL	HYDROXYMETRONIDAZOLE	KBM-7	7.52	2
MECAMYLAMINE	METHYLERGONOVINE	KBM-7	8.48	3
ACETAZOLAMIDE	CARMUSTINE	KBM-7	7.38	5
DUTASTERIDE	ETOMIDATE	KBM-7	10.62	2
NISOLDIPINE	PARGYLINE	KBM-7	8.39	6
DIPHENIDOL	CARMUSTINE	KBM-7	7.96	1
TESTOLACTONE	MEBUTAMATE	KBM-7	6.99	3
OSELTAMIVIR ACID	LUMEFANTRINE	KBM-7	7.12	4
CARISOPRODOL	VALPROIC ACID	KBM-7	10.06	7
LEVONORGESTREL	PROCARBAZINE	KBM-7	6.13	4
RISPERIDONE	LAMOTRIGINE	KBM-7	5.04	9
EZETIMIBE	PHENPROCOUMON	KBM-7	2.65	2
IMIPRAMINE	METFORMIN	KBM-7	10.18	6
RUFINAMIDE	CARGLUMIC ACID	KBM-7	9.57	8
RUFINAMIDE	ABACAVIR	KBM-7	5.71	4
ARGATROBAN	TESTOSTERONE	KBM-7	3.53	2
MESALAZINE	ZONISAMIDE	KBM-7	9.76	4
CLOPIDOGREL	ENALAPRILAT	KBM-7	9.32	0
D-CYCLOSERINE	CANRENONE	KBM-7	4.82	1
IVERMECTIN	RUFINAMIDE	KBM-7	16.83	6
ACAMPROSATE	TRANEXAMIC ACID	KBM-7	4.11	9
DIETHYLCARBAMAZINE	THALIDOMIDE	KBM-7	6.68	7
IMIPRAMINE	MEBUTAMATE	KBM-7	6.02	7
VALPROIC ACID	CEFMENOXIME	KBM-7	15.17	6
GABAPENTIN	FENOPROFEN	KBM-7	12.47	8
TRIMETHOPRIM	RILUZOLE	KBM-7	3.23	8
PHENSUXIMIDE	MECAMYLAMINE	KBM-7	8.05	8
AMOXAPINE	DIHYDROERGOTAMINE	KBM-7	6.45	4
